No,Date,Type,Departure time,Travel time
883457,2019-05-02,пассажирский,09:48:00,02:52:00
872567,2017-09-10,скорый,17:52:00,12:55:00
345822,2018-08-19,пассажирский,09:24:00,19:33:00
615814,2011-06-29,скорый,08:18:00,14:07:00
781652,2008-05-19,пассажирский,20:50:00,19:27:00
214284,2011-04-02,пассажирский,09:50:00,15:39:00
110349,2004-10-03,скорый,18:59:00,10:13:00
342038,2005-02-24,скорый,08:12:00,19:36:00
942365,2009-01-30,скорый,10:59:00,17:58:00
075482,2020-11-13,скорый,13:36:00,07:10:00
881309,2016-06-30,товарный,09:02:00,01:07:00
977801,2010-10-11,товарный,10:17:00,20:45:00
186432,2024-03-21,пассажирский,02:57:00,07:44:00
578958,2005-06-21,товарный,09:45:00,06:26:00
726310,2022-06-14,пассажирский,00:33:00,03:26:00
756041,2013-10-07,скорый,13:42:00,08:28:00
884715,2021-11-28,скорый,21:46:00,13:15:00
301749,2002-08-06,скорый,23:21:00,16:14:00
069388,2015-02-14,скорый,18:08:00,20:56:00
466844,2002-10-30,товарный,03:54:00,19:24:00
879600,2007-02-21,скорый,11:21:00,10:36:00
819169,2009-10-08,скорый,05:10:00,13:32:00
563572,2022-08-02,пассажирский,21:40:00,11:28:00
620802,2004-02-03,товарный,06:06:00,19:26:00
294256,2020-04-08,пассажирский,10:08:00,20:16:00
863559,2010-01-16,скорый,11:19:00,00:36:00
385070,2004-07-09,скорый,16:37:00,13:57:00
641134,2011-07-28,товарный,13:13:00,02:51:00
716399,2006-12-14,скорый,05:07:00,09:10:00
010041,2023-05-15,товарный,14:18:00,14:26:00
500750,2009-09-25,товарный,02:43:00,02:30:00
127742,2006-09-07,скорый,09:10:00,10:41:00
884955,2018-04-11,скорый,00:57:00,20:08:00
329175,2011-05-05,пассажирский,07:14:00,02:58:00
767400,2018-03-18,товарный,11:47:00,11:40:00
217674,2007-09-06,пассажирский,04:03:00,23:21:00
337763,2008-05-23,скорый,14:05:00,18:32:00
784175,2022-05-27,скорый,03:01:00,00:17:00
622773,2000-08-15,скорый,18:57:00,03:48:00
890428,2002-03-26,скорый,09:18:00,15:42:00
911092,2006-03-30,товарный,00:05:00,04:37:00
222969,2011-02-20,товарный,15:09:00,16:31:00
115319,2018-12-23,товарный,02:29:00,20:10:00
290751,2001-09-25,пассажирский,12:19:00,20:32:00
976523,2021-07-04,пассажирский,06:21:00,04:44:00
336153,2007-04-03,товарный,03:35:00,17:17:00
699829,2013-09-22,пассажирский,13:44:00,12:04:00
576530,2002-06-15,пассажирский,11:29:00,03:08:00
427643,2005-12-05,товарный,00:59:00,21:01:00
872066,2023-03-07,пассажирский,06:44:00,22:46:00
149441,2020-08-18,скорый,14:27:00,12:23:00
461880,2002-07-07,скорый,16:56:00,02:33:00
375172,2010-01-28,пассажирский,21:09:00,07:40:00
892323,2006-06-23,пассажирский,21:14:00,18:17:00
315969,2015-10-23,скорый,19:36:00,02:20:00
523007,2003-07-03,скорый,02:14:00,23:58:00
460374,2023-05-20,товарный,01:35:00,07:54:00
680784,2006-03-05,товарный,21:10:00,00:38:00
502747,2010-06-05,пассажирский,08:50:00,02:09:00
538999,2020-02-19,скорый,18:36:00,02:45:00
289332,2014-07-26,пассажирский,15:16:00,03:43:00
479198,2020-08-29,товарный,23:13:00,01:44:00
728197,2015-10-29,товарный,20:48:00,09:01:00
763481,2001-01-16,пассажирский,19:34:00,18:52:00
225735,2009-08-30,товарный,20:47:00,17:26:00
664297,2015-06-13,скорый,17:04:00,13:25:00
304756,2002-05-13,пассажирский,09:44:00,09:22:00
666236,2008-04-01,скорый,21:14:00,12:25:00
587896,2012-09-21,товарный,19:58:00,23:15:00
382727,2003-06-29,товарный,22:50:00,03:43:00
881583,2003-06-25,пассажирский,01:21:00,08:36:00
072535,2019-01-27,скорый,11:20:00,17:54:00
463717,2011-02-11,скорый,21:35:00,01:33:00
079302,2003-10-11,пассажирский,16:38:00,17:38:00
186720,2016-05-21,товарный,00:53:00,10:40:00
369514,2009-12-04,товарный,12:22:00,21:19:00
642314,2006-07-02,пассажирский,23:50:00,15:22:00
106377,2006-07-26,товарный,15:16:00,09:05:00
371529,2006-06-09,товарный,15:17:00,10:21:00
332142,2021-04-09,скорый,10:46:00,07:49:00
457313,2021-11-02,товарный,22:32:00,19:31:00
716826,2009-02-24,скорый,05:02:00,00:49:00
034108,2014-11-09,товарный,11:55:00,09:49:00
241441,2019-05-26,скорый,08:55:00,09:48:00
672043,2005-08-25,скорый,22:33:00,15:08:00
913351,2018-09-29,скорый,11:12:00,04:54:00
934673,2016-01-23,товарный,05:57:00,23:37:00
007018,2006-04-10,товарный,18:22:00,17:29:00
849438,2003-05-25,пассажирский,13:31:00,20:09:00
625763,2017-02-16,товарный,09:33:00,12:01:00
046860,2002-07-25,товарный,02:51:00,00:06:00
877938,2019-05-16,скорый,22:30:00,03:30:00
429045,2005-10-04,скорый,16:45:00,08:12:00
175623,2011-07-09,пассажирский,06:41:00,22:51:00
211578,2019-07-28,пассажирский,08:37:00,17:14:00
154933,2021-09-12,товарный,23:43:00,15:52:00
648055,2001-08-30,скорый,01:01:00,16:03:00
423492,2002-08-06,пассажирский,13:53:00,03:39:00
588872,2017-08-30,скорый,00:03:00,07:50:00
718161,2008-03-04,скорый,07:12:00,19:13:00
018048,2002-10-13,товарный,18:58:00,12:29:00
088496,2008-10-13,пассажирский,08:10:00,06:07:00
021574,2020-02-29,скорый,11:38:00,17:05:00
255510,2012-05-15,пассажирский,10:22:00,12:59:00
935253,2015-01-14,товарный,14:28:00,10:13:00
563483,2005-01-11,пассажирский,11:42:00,13:31:00
599598,2006-09-03,товарный,07:06:00,18:48:00
372166,2019-11-07,скорый,03:46:00,23:09:00
087615,2019-03-25,товарный,09:41:00,14:37:00
292498,2001-03-14,товарный,00:30:00,22:05:00
346056,2001-08-31,пассажирский,03:19:00,00:59:00
802234,2015-10-23,пассажирский,09:03:00,03:54:00
864110,2012-04-19,пассажирский,21:46:00,00:25:00
023842,2014-01-23,пассажирский,11:54:00,18:56:00
670855,2013-08-09,товарный,02:21:00,23:46:00
981760,2024-12-06,товарный,10:29:00,06:31:00
133911,2006-06-25,товарный,06:42:00,22:37:00
778819,2007-10-29,скорый,12:38:00,10:56:00
841196,2022-12-17,товарный,22:05:00,23:32:00
772970,2003-04-18,скорый,07:45:00,15:35:00
462932,2000-12-16,скорый,15:56:00,18:58:00
848732,2018-01-25,пассажирский,08:38:00,01:51:00
363395,2014-12-12,товарный,11:39:00,01:29:00
533042,2015-04-11,товарный,23:14:00,21:02:00
138294,2016-02-06,товарный,00:00:00,21:08:00
240171,2022-05-24,товарный,17:55:00,18:00:00
648542,2017-08-26,скорый,13:11:00,00:14:00
299502,2009-03-25,товарный,07:34:00,19:20:00
461074,2019-05-26,скорый,13:30:00,19:58:00
372814,2022-10-01,скорый,05:16:00,16:45:00
103417,2020-06-21,товарный,11:16:00,06:28:00
540099,2000-07-07,пассажирский,13:42:00,13:07:00
500503,2002-02-19,скорый,02:16:00,15:01:00
936938,2000-12-25,скорый,07:33:00,22:41:00
343440,2001-06-08,пассажирский,21:23:00,04:57:00
046210,2009-12-16,товарный,23:50:00,21:54:00
203568,2024-06-16,товарный,09:54:00,21:06:00
433698,2006-07-02,пассажирский,15:13:00,15:35:00
424477,2009-12-17,товарный,03:24:00,13:41:00
286226,2018-09-04,товарный,21:44:00,12:58:00
197196,2007-01-29,товарный,13:13:00,16:00:00
649319,2011-05-30,скорый,15:44:00,19:41:00
668310,2016-02-24,пассажирский,18:25:00,16:41:00
054263,2016-08-01,товарный,14:34:00,14:03:00
885192,2016-05-30,товарный,03:20:00,20:46:00
561789,2011-05-27,пассажирский,23:22:00,06:39:00
572354,2020-11-12,пассажирский,17:41:00,02:16:00
514394,2006-08-27,пассажирский,18:16:00,17:30:00
013737,2012-11-10,пассажирский,02:19:00,18:19:00
089038,2015-04-29,скорый,08:21:00,00:59:00
357422,2021-04-18,пассажирский,08:06:00,08:50:00
869981,2019-10-24,пассажирский,17:24:00,12:09:00
648570,2013-12-12,скорый,13:03:00,12:51:00
592809,2006-10-28,товарный,10:04:00,06:09:00
880504,2006-06-13,товарный,20:31:00,23:17:00
907635,2008-02-17,товарный,00:21:00,16:25:00
563360,2022-09-13,скорый,22:20:00,19:38:00
804232,2019-02-12,скорый,10:42:00,22:39:00
535910,2008-01-10,пассажирский,11:28:00,19:23:00
700130,2003-06-04,товарный,02:00:00,12:13:00
078341,2008-04-12,скорый,06:28:00,17:14:00
403750,2013-03-10,пассажирский,21:27:00,19:58:00
347864,2004-02-23,товарный,00:50:00,00:09:00
002278,2024-07-08,скорый,23:24:00,05:51:00
858008,2001-11-12,товарный,12:59:00,16:55:00
652254,2003-09-17,пассажирский,17:42:00,07:42:00
511371,2021-07-15,скорый,15:44:00,22:45:00
348822,2017-09-27,скорый,18:09:00,00:04:00
039312,2019-12-14,пассажирский,17:45:00,14:44:00
307834,2018-02-10,пассажирский,21:21:00,11:05:00
340565,2002-12-22,пассажирский,13:19:00,10:58:00
734469,2004-05-29,товарный,15:53:00,06:50:00
895874,2010-04-01,товарный,15:46:00,12:50:00
203838,2020-09-20,скорый,04:54:00,20:16:00
572491,2005-03-31,товарный,09:51:00,09:42:00
200212,2002-06-15,скорый,02:59:00,06:19:00
550771,2007-03-31,пассажирский,06:10:00,22:07:00
465857,2009-09-02,скорый,17:42:00,21:03:00
785788,2010-12-07,скорый,07:55:00,03:14:00
049738,2009-09-26,пассажирский,15:56:00,04:17:00
348780,2023-07-24,скорый,02:12:00,18:22:00
033346,2000-12-03,скорый,08:52:00,18:10:00
261245,2022-04-28,скорый,01:48:00,07:21:00
064556,2021-10-11,пассажирский,09:40:00,18:09:00
214484,2007-05-26,пассажирский,13:43:00,07:27:00
554649,2017-06-30,товарный,16:22:00,13:12:00
965055,2009-09-30,пассажирский,21:49:00,17:46:00
261026,2001-08-06,пассажирский,18:51:00,21:11:00
021753,2023-05-09,товарный,10:08:00,00:05:00
454958,2023-07-19,скорый,01:37:00,05:02:00
754008,2023-10-06,скорый,01:24:00,14:37:00
349241,2012-09-16,товарный,01:27:00,18:01:00
145721,2024-05-10,пассажирский,01:51:00,07:47:00
831571,2022-07-07,скорый,15:32:00,23:14:00
126198,2004-10-27,скорый,07:04:00,08:08:00
673664,2017-11-30,товарный,12:58:00,16:19:00
976177,2004-11-10,скорый,18:18:00,06:33:00
024684,2010-10-20,скорый,12:22:00,10:53:00
090832,2009-05-07,пассажирский,17:17:00,00:38:00
627854,2005-02-26,пассажирский,23:36:00,11:34:00
562584,2012-02-18,товарный,01:08:00,12:14:00
369945,2020-07-20,скорый,08:08:00,14:40:00
915168,2020-09-11,скорый,09:16:00,15:12:00
638581,2016-06-01,скорый,09:36:00,18:20:00
057247,2016-05-28,скорый,03:29:00,18:42:00
237301,2017-05-26,пассажирский,11:46:00,07:31:00
963246,2014-07-08,товарный,09:34:00,03:43:00
416109,2008-02-22,товарный,04:03:00,15:05:00
979810,2008-12-22,товарный,16:12:00,11:41:00
805149,2021-01-26,скорый,07:25:00,17:39:00
653057,2022-03-25,товарный,14:20:00,13:55:00
682192,2024-10-05,скорый,12:46:00,04:00:00
349023,2004-09-09,товарный,21:08:00,08:00:00
584233,2009-10-31,пассажирский,12:24:00,05:37:00
573902,2010-05-16,скорый,00:59:00,15:16:00
649025,2021-08-13,товарный,23:58:00,05:58:00
408476,2013-02-21,пассажирский,17:42:00,21:40:00
418329,2018-03-27,пассажирский,15:25:00,08:36:00
997032,2023-12-22,пассажирский,16:50:00,01:12:00
331000,2019-11-21,скорый,04:10:00,07:53:00
820902,2007-05-09,пассажирский,03:54:00,08:33:00
412960,2010-09-27,пассажирский,18:44:00,16:28:00
547594,2018-10-20,пассажирский,19:36:00,15:19:00
663035,2021-09-16,товарный,01:31:00,03:06:00
728471,2023-08-21,скорый,00:29:00,00:35:00
361520,2021-09-04,пассажирский,17:15:00,09:17:00
555976,2004-10-30,пассажирский,09:00:00,08:23:00
564247,2021-05-18,пассажирский,20:17:00,18:37:00
980031,2017-09-20,скорый,04:13:00,22:08:00
052721,2022-11-29,скорый,13:13:00,11:36:00
018967,2013-03-10,скорый,05:45:00,11:39:00
156033,2018-05-31,пассажирский,03:08:00,06:48:00
768017,2017-05-29,скорый,15:17:00,11:35:00
825919,2019-07-02,скорый,00:34:00,21:58:00
938774,2008-02-12,скорый,00:40:00,00:21:00
138396,2003-04-21,скорый,16:03:00,13:16:00
336472,2015-09-25,скорый,16:20:00,00:53:00
690855,2014-01-16,скорый,08:28:00,21:32:00
185927,2012-10-19,товарный,16:53:00,08:16:00
463475,2000-03-07,товарный,20:00:00,08:48:00
698139,2012-04-19,скорый,10:47:00,15:19:00
277825,2018-12-13,скорый,03:02:00,23:38:00
990184,2007-09-26,скорый,21:23:00,19:17:00
523552,2000-09-04,товарный,19:01:00,17:00:00
069893,2001-09-21,товарный,10:52:00,23:33:00
791324,2011-09-29,пассажирский,02:49:00,15:15:00
512832,2011-07-25,скорый,14:17:00,03:38:00
808708,2006-06-22,пассажирский,03:07:00,23:08:00
191372,2003-08-22,пассажирский,15:35:00,01:18:00
974600,2021-01-15,пассажирский,12:17:00,18:51:00
085806,2018-12-28,товарный,23:57:00,06:56:00
844436,2008-03-20,пассажирский,17:05:00,02:58:00
280704,2016-03-24,скорый,01:02:00,09:50:00
714271,2000-03-08,скорый,08:21:00,01:37:00
796155,2021-12-30,товарный,07:45:00,18:03:00
737372,2019-12-08,скорый,00:02:00,10:28:00
138144,2009-05-11,скорый,02:14:00,20:48:00
655614,2000-01-06,товарный,11:46:00,07:03:00
219840,2024-05-25,пассажирский,06:52:00,07:09:00
210910,2012-11-24,товарный,18:21:00,21:17:00
271536,2016-02-17,пассажирский,04:05:00,10:50:00
980787,2021-03-26,скорый,19:30:00,01:01:00
172261,2005-05-06,скорый,16:08:00,18:20:00
487981,2008-01-09,пассажирский,07:38:00,05:29:00
341250,2017-05-19,пассажирский,14:08:00,23:45:00
449803,2019-11-18,товарный,00:45:00,23:09:00
377879,2010-11-22,пассажирский,10:44:00,19:03:00
432675,2014-12-11,пассажирский,02:24:00,21:54:00
210424,2023-12-09,товарный,14:44:00,07:00:00
484893,2002-10-14,скорый,00:07:00,15:17:00
559454,2019-11-21,скорый,18:23:00,15:22:00
734787,2016-06-22,скорый,23:01:00,19:58:00
787459,2022-02-16,скорый,17:37:00,15:24:00
364355,2008-11-10,пассажирский,10:32:00,04:16:00
445626,2011-03-19,товарный,22:58:00,08:04:00
711857,2021-04-09,пассажирский,03:05:00,12:43:00
889829,2016-07-01,скорый,09:44:00,01:53:00
223340,2004-10-30,скорый,13:52:00,16:52:00
571663,2011-05-29,товарный,17:03:00,01:54:00
669294,2022-07-06,пассажирский,23:51:00,17:32:00
723647,2002-01-31,скорый,19:57:00,21:25:00
424090,2001-10-04,скорый,14:20:00,15:37:00
589369,2024-10-08,скорый,10:36:00,17:09:00
910930,2000-04-03,пассажирский,09:46:00,10:13:00
531278,2012-11-25,пассажирский,05:22:00,11:09:00
816090,2009-09-08,товарный,18:51:00,22:12:00
113452,2002-07-01,скорый,23:56:00,08:30:00
866944,2013-01-13,скорый,13:56:00,05:24:00
747730,2009-06-02,скорый,23:51:00,10:41:00
575849,2019-11-24,скорый,02:09:00,20:44:00
194273,2003-04-23,товарный,03:35:00,01:25:00
554121,2016-06-08,товарный,00:06:00,16:51:00
940362,2015-12-23,товарный,18:29:00,09:35:00
424312,2020-02-07,скорый,09:19:00,05:55:00
980355,2018-12-04,товарный,02:14:00,05:07:00
924982,2021-08-17,товарный,07:34:00,10:00:00
744316,2018-08-09,пассажирский,01:25:00,22:42:00
626982,2023-08-11,пассажирский,17:53:00,02:34:00
802263,2004-02-02,товарный,02:16:00,05:30:00
261473,2023-08-07,пассажирский,08:59:00,05:41:00
770969,2017-10-25,пассажирский,08:14:00,13:43:00
488462,2006-11-30,товарный,11:48:00,06:19:00
550266,2016-07-18,товарный,19:34:00,03:11:00
084656,2020-06-10,скорый,09:58:00,19:55:00
074441,2019-09-14,товарный,17:52:00,04:19:00
366081,2004-07-23,пассажирский,10:43:00,02:37:00
279371,2005-07-17,пассажирский,21:35:00,18:48:00
743395,2014-10-20,пассажирский,07:07:00,14:46:00
792160,2010-11-10,пассажирский,18:50:00,01:13:00
818020,2004-12-08,пассажирский,22:05:00,11:31:00
060528,2008-11-16,товарный,14:56:00,07:20:00
905386,2017-03-31,пассажирский,18:30:00,11:59:00
321848,2018-12-13,скорый,22:55:00,23:35:00
766896,2009-01-19,товарный,19:43:00,07:23:00
178344,2019-08-28,товарный,09:29:00,00:58:00
012783,2018-06-18,товарный,10:08:00,04:37:00
430815,2008-07-25,скорый,11:02:00,08:46:00
814704,2015-08-24,товарный,18:14:00,17:18:00
071646,2024-03-28,скорый,16:05:00,17:57:00
253130,2018-03-19,скорый,19:52:00,14:07:00
043280,2005-11-15,пассажирский,14:42:00,01:28:00
518364,2023-01-08,скорый,21:24:00,01:38:00
752891,2009-11-09,пассажирский,11:40:00,12:24:00
013251,2010-03-06,скорый,19:45:00,12:40:00
585254,2012-03-18,пассажирский,14:23:00,21:19:00
420983,2007-05-26,пассажирский,11:51:00,19:54:00
072313,2007-10-29,пассажирский,03:48:00,04:38:00
074338,2006-03-14,товарный,14:50:00,17:34:00
887989,2005-08-25,скорый,09:50:00,06:33:00
448449,2007-04-16,товарный,10:30:00,03:08:00
321257,2014-05-02,скорый,18:01:00,23:42:00
415875,2012-06-25,пассажирский,07:02:00,02:59:00
115352,2020-02-14,товарный,12:13:00,04:20:00
427682,2018-03-16,пассажирский,00:03:00,10:52:00
333601,2017-09-02,скорый,23:08:00,00:59:00
209221,2009-12-06,пассажирский,13:05:00,12:04:00
621013,2000-10-26,скорый,20:08:00,10:08:00
156855,2015-04-15,скорый,01:18:00,04:38:00
034519,2020-04-18,скорый,21:39:00,16:28:00
851968,2003-11-27,пассажирский,16:01:00,06:46:00
304255,2009-12-31,товарный,07:05:00,03:12:00
260872,2017-06-10,пассажирский,01:51:00,06:45:00
977733,2010-07-09,скорый,04:39:00,20:48:00
721750,2004-09-17,скорый,03:34:00,02:40:00
084475,2014-11-18,скорый,14:40:00,08:41:00
413645,2000-02-28,скорый,08:22:00,05:58:00
879677,2020-08-14,товарный,00:26:00,19:11:00
158060,2003-05-08,пассажирский,04:21:00,12:32:00
738977,2021-04-05,скорый,10:11:00,09:14:00
856550,2017-06-13,пассажирский,00:35:00,14:06:00
190667,2015-03-17,пассажирский,15:30:00,19:11:00
868055,2004-11-30,пассажирский,22:47:00,20:43:00
620428,2010-10-31,товарный,04:22:00,03:23:00
513157,2023-07-18,скорый,07:42:00,20:14:00
991522,2000-07-01,товарный,21:43:00,08:39:00
416625,2007-11-12,пассажирский,04:25:00,08:16:00
575458,2006-05-23,товарный,18:06:00,08:51:00
799746,2009-08-02,товарный,03:59:00,01:24:00
641772,2008-11-03,пассажирский,14:34:00,22:20:00
617162,2003-03-28,пассажирский,20:50:00,02:38:00
895723,2009-01-01,товарный,23:33:00,03:22:00
030653,2021-06-09,товарный,08:51:00,21:35:00
861915,2019-08-13,пассажирский,02:41:00,21:21:00
409255,2004-06-17,пассажирский,15:12:00,13:33:00
727675,2010-09-17,пассажирский,09:32:00,02:28:00
556513,2002-05-17,пассажирский,13:36:00,09:47:00
733838,2012-07-08,скорый,06:11:00,21:38:00
424627,2022-02-11,товарный,04:14:00,04:16:00
810696,2014-09-15,товарный,16:22:00,22:00:00
509991,2022-11-15,скорый,16:15:00,17:14:00
811074,2022-10-02,скорый,22:04:00,10:41:00
757192,2014-05-08,скорый,16:37:00,12:57:00
376582,2010-06-16,пассажирский,01:55:00,11:02:00
529587,2009-07-21,товарный,11:03:00,02:05:00
310955,2018-05-20,скорый,06:29:00,13:30:00
268386,2017-01-25,скорый,12:47:00,10:52:00
460373,2013-07-02,пассажирский,21:54:00,10:38:00
682455,2000-08-20,пассажирский,03:31:00,23:24:00
722553,2003-04-26,товарный,13:30:00,05:27:00
719207,2005-05-21,товарный,21:37:00,03:32:00
637031,2001-11-27,пассажирский,06:29:00,17:33:00
954006,2019-06-23,пассажирский,10:40:00,00:48:00
123451,2014-05-03,скорый,01:39:00,13:02:00
388574,2011-06-14,скорый,03:56:00,07:01:00
263978,2007-06-20,пассажирский,13:17:00,07:43:00
894144,2021-12-18,скорый,01:47:00,01:40:00
178370,2000-06-04,пассажирский,03:53:00,03:58:00
693681,2004-01-28,скорый,07:20:00,05:51:00
965387,2019-08-05,скорый,23:11:00,06:17:00
116971,2006-04-23,скорый,02:22:00,07:59:00
777902,2020-08-23,товарный,15:11:00,03:34:00
686973,2021-07-19,пассажирский,02:23:00,03:01:00
088621,2002-08-21,скорый,23:45:00,21:34:00
528815,2004-03-27,товарный,13:26:00,07:56:00
318150,2006-03-15,пассажирский,06:36:00,20:20:00
346602,2002-04-22,скорый,01:12:00,07:54:00
616651,2009-05-01,скорый,05:53:00,03:42:00
767431,2004-01-10,скорый,21:20:00,22:12:00
986723,2011-12-31,товарный,07:43:00,01:24:00
430694,2007-09-10,товарный,11:58:00,13:35:00
121744,2007-05-09,скорый,02:19:00,11:31:00
034337,2019-03-28,товарный,10:00:00,01:00:00
