No,Date,Type,Departure time,Travel time
779197,2018-07-05,скорый,18:39:00,14:49:00
881121,2012-04-21,товарный,09:42:00,21:42:00
620764,2015-03-28,пассажирский,04:48:00,20:17:00
811109,2018-11-21,скорый,12:11:00,02:25:00
640425,2018-12-01,товарный,21:11:00,00:45:00
562194,2012-02-22,пассажирский,22:16:00,23:11:00
694220,2024-04-25,пассажирский,10:38:00,22:35:00
784881,2002-06-07,пассажирский,17:47:00,10:25:00
423213,2010-08-25,скорый,10:47:00,16:33:00
732361,2021-12-29,пассажирский,08:56:00,18:46:00
461554,2000-04-05,скорый,09:35:00,11:13:00
591828,2016-03-20,скорый,03:10:00,16:55:00
269909,2000-07-27,скорый,18:51:00,22:18:00
593384,2001-12-30,товарный,00:26:00,21:56:00
955350,2003-10-17,товарный,19:28:00,09:42:00
798733,2001-03-02,товарный,23:16:00,19:12:00
597363,2006-05-23,скорый,15:43:00,15:08:00
870869,2000-08-04,товарный,19:56:00,06:34:00
315882,2011-07-09,товарный,18:51:00,08:07:00
194658,2011-05-18,скорый,15:41:00,15:10:00
879034,2004-09-25,товарный,13:51:00,01:08:00
192371,2003-09-28,пассажирский,01:39:00,05:06:00
883010,2007-06-04,пассажирский,15:13:00,18:11:00
617872,2019-12-26,скорый,13:21:00,10:27:00
395477,2019-08-22,пассажирский,15:49:00,22:48:00
291927,2005-02-16,пассажирский,12:07:00,08:45:00
766909,2024-04-25,пассажирский,03:59:00,18:38:00
591525,2014-06-29,пассажирский,00:47:00,12:42:00
942007,2003-04-08,товарный,18:24:00,16:56:00
490121,2012-04-09,скорый,00:20:00,03:41:00
118168,2009-08-31,скорый,09:18:00,04:42:00
308364,2023-01-28,товарный,15:19:00,12:02:00
674349,2009-10-08,пассажирский,00:27:00,12:38:00
421704,2009-01-11,пассажирский,06:31:00,18:36:00
003990,2001-12-07,пассажирский,05:24:00,17:47:00
073075,2021-07-11,скорый,07:54:00,05:28:00
802556,2024-05-24,товарный,20:25:00,20:52:00
297078,2020-05-03,товарный,16:06:00,04:03:00
381042,2009-06-22,товарный,14:44:00,17:10:00
088573,2000-11-17,пассажирский,02:56:00,02:06:00
619710,2016-03-16,пассажирский,10:17:00,11:22:00
315364,2016-06-27,скорый,05:52:00,20:56:00
760018,2022-02-09,пассажирский,09:56:00,18:11:00
115690,2019-08-28,скорый,08:18:00,05:01:00
079820,2002-11-07,скорый,02:17:00,15:42:00
354954,2021-03-24,пассажирский,08:31:00,05:59:00
017453,2002-04-10,товарный,22:10:00,16:02:00
730540,2012-11-13,товарный,02:21:00,20:41:00
942843,2021-10-01,товарный,00:01:00,00:31:00
455902,2018-01-10,пассажирский,02:52:00,12:24:00
474814,2018-06-20,пассажирский,12:33:00,17:13:00
489412,2013-03-22,товарный,09:31:00,13:18:00
792020,2001-04-09,пассажирский,05:19:00,23:19:00
596339,2010-04-21,товарный,03:30:00,20:54:00
038338,2009-10-19,скорый,08:51:00,15:09:00
484044,2001-02-12,скорый,21:53:00,09:05:00
719800,2013-10-11,товарный,12:52:00,09:53:00
940315,2001-05-23,товарный,07:30:00,13:01:00
769832,2023-04-21,скорый,03:16:00,15:30:00
602626,2018-03-27,скорый,00:23:00,03:21:00
416253,2000-06-06,скорый,11:19:00,02:27:00
964620,2013-02-04,товарный,15:00:00,13:27:00
656234,2013-02-11,пассажирский,11:11:00,05:39:00
841277,2019-06-08,пассажирский,03:54:00,16:11:00
205193,2007-04-16,пассажирский,14:39:00,07:56:00
444011,2022-09-17,скорый,18:52:00,23:45:00
728718,2013-11-27,товарный,23:39:00,04:31:00
847656,2005-05-22,пассажирский,15:54:00,21:45:00
040659,2019-12-09,пассажирский,15:55:00,20:58:00
784961,2014-06-19,товарный,23:36:00,19:21:00
504262,2011-06-20,товарный,16:38:00,17:13:00
209390,2002-08-16,скорый,20:36:00,19:22:00
087269,2020-01-08,пассажирский,02:13:00,14:14:00
857109,2002-03-11,пассажирский,19:53:00,21:00:00
648309,2018-03-24,товарный,22:34:00,19:13:00
552193,2021-07-24,товарный,19:51:00,14:28:00
346147,2006-06-02,товарный,09:01:00,10:02:00
149496,2002-01-26,товарный,00:27:00,12:46:00
726949,2020-01-17,скорый,21:38:00,14:45:00
946550,2010-04-10,скорый,22:21:00,10:36:00
356260,2016-02-25,товарный,10:26:00,06:24:00
120390,2006-08-21,товарный,16:10:00,00:51:00
426549,2014-05-17,товарный,11:33:00,06:27:00
255452,2019-05-01,товарный,21:47:00,20:44:00
629653,2008-01-07,скорый,16:25:00,16:06:00
935139,2001-12-22,пассажирский,11:35:00,08:49:00
577155,2013-10-07,пассажирский,00:10:00,13:50:00
215838,2017-11-14,скорый,17:58:00,21:50:00
305257,2003-06-17,скорый,23:10:00,15:30:00
255714,2005-12-08,скорый,20:36:00,11:30:00
901762,2019-06-18,пассажирский,07:58:00,21:22:00
018763,2020-08-20,товарный,21:44:00,03:09:00
051751,2020-05-31,товарный,17:49:00,10:15:00
499867,2003-09-22,пассажирский,13:34:00,05:02:00
804147,2019-01-07,товарный,10:38:00,20:12:00
431936,2017-11-24,пассажирский,10:30:00,15:22:00
076463,2015-05-09,пассажирский,08:21:00,01:49:00
417112,2024-09-05,скорый,20:58:00,14:35:00
559457,2007-09-15,товарный,04:23:00,11:32:00
151999,2018-03-04,товарный,02:11:00,12:32:00
032934,2004-06-18,скорый,17:18:00,18:31:00
301334,2010-10-18,пассажирский,17:25:00,11:23:00
066191,2011-11-19,товарный,17:01:00,02:00:00
404873,2002-09-02,скорый,07:17:00,12:46:00
150522,2013-09-30,товарный,06:51:00,03:44:00
318224,2002-03-20,пассажирский,11:15:00,21:40:00
312158,2017-09-22,скорый,23:08:00,19:23:00
195919,2020-12-24,пассажирский,07:56:00,19:13:00
