No,Date,Type,Departure time,Travel time
441984,2006-11-13,скорый,15:28:00,10:52:00
611882,2006-12-15,скорый,12:55:00,22:37:00
344695,2001-02-21,пассажирский,21:03:00,17:08:00
099553,2023-12-18,пассажирский,11:11:00,18:58:00
083050,2022-01-10,пассажирский,11:09:00,05:36:00
087006,2014-02-22,скорый,23:06:00,01:36:00
514610,2014-10-28,товарный,22:10:00,17:07:00
271130,2004-02-25,скорый,17:30:00,11:20:00
620461,2024-05-30,пассажирский,02:06:00,08:11:00
798527,2019-02-03,пассажирский,02:00:00,03:01:00
355451,2020-04-06,товарный,22:09:00,05:53:00
358109,2022-10-28,скорый,13:59:00,07:41:00
034271,2003-04-20,пассажирский,08:35:00,13:16:00
756068,2023-01-04,скорый,13:14:00,18:54:00
899950,2007-12-17,скорый,14:47:00,09:22:00
025529,2017-05-14,товарный,21:56:00,12:00:00
696300,2010-09-16,пассажирский,21:27:00,22:25:00
181781,2014-06-15,товарный,13:53:00,20:01:00
518044,2017-08-29,пассажирский,04:22:00,01:06:00
757086,2002-11-12,скорый,21:12:00,08:53:00
756233,2014-10-17,скорый,14:20:00,22:38:00
287844,2009-03-13,пассажирский,22:00:00,16:18:00
361045,2021-10-16,товарный,21:54:00,19:11:00
264397,2011-10-16,пассажирский,21:32:00,08:28:00
142066,2020-04-04,товарный,20:17:00,20:21:00
819719,2000-05-07,товарный,15:29:00,15:29:00
021480,2015-08-09,скорый,17:54:00,04:47:00
721497,2004-06-24,скорый,21:53:00,07:23:00
541368,2021-07-05,товарный,19:07:00,05:55:00
066829,2007-05-23,товарный,15:14:00,11:23:00
338829,2011-08-01,скорый,07:09:00,17:10:00
001484,2005-07-08,товарный,10:56:00,19:33:00
434934,2005-03-23,скорый,12:07:00,00:47:00
041880,2003-10-04,товарный,02:21:00,11:13:00
710760,2003-03-19,пассажирский,14:39:00,13:21:00
690330,2022-05-27,пассажирский,11:00:00,09:51:00
809206,2019-06-22,скорый,23:17:00,21:05:00
989174,2014-07-10,пассажирский,12:48:00,22:27:00
902674,2010-07-09,скорый,19:02:00,07:24:00
545498,2008-10-29,товарный,03:23:00,20:41:00
060023,2023-12-15,пассажирский,19:25:00,07:13:00
928221,2016-09-14,товарный,00:24:00,23:10:00
403443,2006-05-14,скорый,04:22:00,06:15:00
295520,2020-08-25,товарный,18:23:00,23:09:00
481048,2014-08-08,пассажирский,06:07:00,18:24:00
808678,2005-09-16,товарный,16:13:00,07:36:00
057006,2016-04-07,скорый,19:18:00,11:50:00
751146,2000-01-27,товарный,07:37:00,02:58:00
927419,2013-05-23,пассажирский,05:55:00,09:56:00
934470,2001-08-10,скорый,16:31:00,06:17:00
573245,2006-06-05,товарный,08:48:00,17:18:00
855688,2010-12-20,скорый,16:58:00,10:12:00
379896,2020-01-06,товарный,09:47:00,04:41:00
633487,2020-06-15,товарный,22:26:00,19:24:00
281307,2009-02-15,товарный,13:22:00,01:05:00
292258,2007-11-26,пассажирский,14:42:00,13:30:00
835283,2003-04-27,скорый,08:07:00,07:55:00
836071,2000-10-05,скорый,20:01:00,01:57:00
961610,2024-07-23,пассажирский,17:19:00,12:10:00
758506,2000-08-12,скорый,07:05:00,00:01:00
007266,2011-06-20,пассажирский,20:40:00,23:07:00
240602,2015-05-13,скорый,10:57:00,19:10:00
794607,2001-07-20,пассажирский,15:42:00,11:35:00
675413,2002-09-08,скорый,06:42:00,03:20:00
198035,2022-12-20,пассажирский,05:44:00,07:11:00
585012,2024-10-12,скорый,20:50:00,00:40:00
998790,2019-12-29,пассажирский,08:22:00,18:33:00
497786,2024-01-10,пассажирский,05:21:00,01:31:00
918467,2003-06-20,пассажирский,13:29:00,00:40:00
553134,2024-02-25,скорый,12:42:00,18:26:00
662812,2019-02-23,товарный,17:06:00,03:33:00
895284,2024-04-07,пассажирский,18:22:00,18:27:00
324711,2024-09-01,товарный,21:33:00,22:22:00
759357,2005-10-31,товарный,09:18:00,03:20:00
184617,2012-05-26,скорый,07:38:00,21:17:00
712351,2003-03-13,товарный,22:22:00,12:40:00
806154,2006-04-04,товарный,05:30:00,04:00:00
886861,2012-07-24,скорый,16:47:00,09:05:00
287870,2021-08-04,товарный,21:51:00,08:24:00
153858,2012-08-25,пассажирский,23:54:00,18:29:00
362457,2016-01-01,товарный,14:01:00,17:21:00
735019,2011-03-29,товарный,20:22:00,03:15:00
243110,2019-10-06,пассажирский,07:35:00,07:36:00
124194,2007-09-16,товарный,19:57:00,19:50:00
050450,2003-03-29,товарный,03:52:00,11:44:00
979026,2019-01-21,скорый,18:34:00,17:45:00
991474,2019-12-01,пассажирский,16:50:00,12:06:00
784382,2024-03-06,пассажирский,19:23:00,04:19:00
031136,2003-08-09,скорый,09:25:00,16:52:00
270382,2020-04-04,пассажирский,01:19:00,14:14:00
594250,2005-02-12,пассажирский,09:23:00,03:00:00
278785,2023-11-21,товарный,17:11:00,20:15:00
890890,2014-10-23,скорый,00:56:00,16:25:00
455178,2008-03-26,товарный,15:01:00,11:54:00
986963,2019-04-22,товарный,22:52:00,18:20:00
248193,2012-05-30,скорый,19:11:00,05:42:00
037926,2022-11-06,пассажирский,12:54:00,06:28:00
930059,2009-06-23,пассажирский,08:00:00,08:42:00
621869,2020-05-27,товарный,22:08:00,06:25:00
692081,2024-03-23,скорый,11:42:00,00:35:00
859170,2015-12-19,пассажирский,18:54:00,02:40:00
479520,2008-12-21,пассажирский,21:07:00,11:27:00
234888,2013-01-07,пассажирский,13:16:00,01:40:00
874425,2023-05-27,скорый,06:13:00,00:17:00
250536,2023-06-15,скорый,23:37:00,22:00:00
859822,2022-12-27,пассажирский,01:46:00,14:50:00
518606,2020-01-20,пассажирский,01:06:00,21:43:00
077936,2013-04-08,скорый,00:30:00,22:22:00
079441,2014-02-27,скорый,10:48:00,12:29:00
900846,2009-11-11,скорый,14:02:00,09:42:00
861573,2006-10-19,товарный,20:03:00,03:31:00
348959,2009-09-06,скорый,06:01:00,21:43:00
930744,2000-05-15,скорый,08:29:00,07:23:00
003417,2022-11-30,пассажирский,09:24:00,00:59:00
908288,2019-08-21,скорый,03:50:00,03:40:00
228619,2018-05-30,товарный,01:20:00,18:20:00
249844,2001-08-05,товарный,07:00:00,03:17:00
872292,2019-05-28,скорый,13:43:00,10:07:00
159492,2009-04-14,пассажирский,17:59:00,01:28:00
941551,2013-12-20,товарный,03:55:00,08:34:00
634498,2001-01-31,пассажирский,14:43:00,06:47:00
759362,2013-03-31,товарный,07:13:00,17:19:00
481734,2001-01-17,скорый,00:27:00,21:37:00
418175,2003-05-06,пассажирский,02:24:00,16:22:00
563673,2010-04-05,пассажирский,05:10:00,17:22:00
573439,2016-11-08,товарный,23:15:00,12:53:00
657696,2022-08-05,скорый,10:18:00,20:12:00
931204,2001-09-15,товарный,16:35:00,03:16:00
686309,2013-02-02,пассажирский,20:29:00,22:23:00
252012,2014-06-05,товарный,17:46:00,23:53:00
341302,2007-08-04,скорый,19:51:00,19:36:00
173980,2003-07-10,скорый,01:29:00,18:05:00
393884,2021-10-16,пассажирский,05:49:00,11:26:00
589053,2012-06-16,пассажирский,13:58:00,00:58:00
028186,2016-05-07,скорый,18:04:00,07:35:00
403993,2019-08-23,скорый,00:17:00,15:45:00
818643,2014-01-11,товарный,20:42:00,20:36:00
131884,2008-04-28,товарный,19:10:00,03:58:00
043620,2000-01-30,товарный,13:12:00,23:15:00
085264,2007-04-22,пассажирский,04:35:00,21:21:00
656735,2008-08-26,пассажирский,23:39:00,20:55:00
004195,2005-05-30,скорый,09:25:00,22:22:00
057885,2023-04-23,пассажирский,01:12:00,20:06:00
347095,2009-05-31,пассажирский,20:21:00,11:06:00
460441,2016-06-15,товарный,03:57:00,03:57:00
459222,2000-06-06,пассажирский,09:36:00,07:20:00
653149,2023-02-10,скорый,17:18:00,21:52:00
627045,2002-02-23,товарный,12:53:00,09:54:00
595843,2000-10-04,товарный,14:03:00,06:05:00
256855,2019-11-10,товарный,00:18:00,06:09:00
137308,2017-07-16,скорый,08:00:00,18:37:00
755092,2016-01-15,скорый,09:39:00,21:58:00
716796,2002-05-31,пассажирский,23:55:00,22:45:00
019316,2024-03-27,товарный,20:46:00,13:15:00
798623,2006-02-04,товарный,07:44:00,10:36:00
936344,2003-04-07,товарный,11:19:00,17:16:00
428505,2006-02-17,товарный,17:26:00,11:24:00
711043,2007-03-02,товарный,16:35:00,17:21:00
073601,2012-12-05,пассажирский,09:39:00,04:59:00
024984,2023-01-13,скорый,01:59:00,04:26:00
201511,2011-05-16,пассажирский,22:58:00,14:43:00
762001,2024-02-29,пассажирский,00:08:00,01:05:00
445145,2009-08-12,скорый,17:58:00,04:36:00
601625,2014-08-21,скорый,06:26:00,05:17:00
291113,2014-05-19,пассажирский,21:34:00,14:58:00
082354,2011-06-18,товарный,11:46:00,02:59:00
102600,2013-04-17,товарный,02:29:00,20:56:00
238811,2014-10-02,пассажирский,18:16:00,02:07:00
757921,2000-11-28,скорый,03:28:00,21:46:00
013393,2005-09-21,скорый,16:31:00,21:49:00
907186,2007-06-19,скорый,07:18:00,12:01:00
069636,2000-11-18,скорый,19:56:00,04:56:00
604674,2018-05-01,пассажирский,14:04:00,08:35:00
502508,2007-08-26,скорый,23:43:00,09:29:00
341962,2003-01-07,скорый,03:47:00,03:03:00
375721,2004-05-25,товарный,09:44:00,08:51:00
620641,2000-10-10,скорый,22:29:00,09:45:00
534832,2014-10-17,товарный,17:34:00,08:05:00
243255,2005-03-25,скорый,03:07:00,03:24:00
739188,2018-10-01,пассажирский,00:45:00,18:38:00
822252,2013-04-22,товарный,02:06:00,15:54:00
477076,2013-01-14,товарный,04:06:00,09:35:00
870254,2003-09-10,скорый,00:17:00,12:04:00
378994,2013-12-14,товарный,12:54:00,03:17:00
155837,2001-06-11,скорый,02:01:00,08:13:00
597444,2020-06-05,пассажирский,03:28:00,04:51:00
947455,2024-10-27,скорый,15:56:00,18:46:00
086444,2021-03-24,товарный,07:19:00,22:39:00
149146,2003-06-02,пассажирский,00:25:00,13:47:00
505489,2005-04-23,скорый,19:12:00,10:03:00
576607,2020-03-13,пассажирский,21:46:00,16:16:00
250809,2008-10-23,товарный,19:17:00,16:27:00
669937,2023-04-11,пассажирский,22:22:00,23:54:00
778804,2022-10-10,товарный,05:55:00,21:02:00
639865,2020-11-12,пассажирский,09:56:00,23:38:00
235753,2017-03-28,скорый,08:58:00,23:49:00
654378,2010-02-21,пассажирский,21:58:00,09:15:00
075109,2004-12-05,товарный,07:34:00,06:01:00
647941,2022-12-22,скорый,00:41:00,01:24:00
112619,2002-09-07,пассажирский,12:01:00,13:39:00
196443,2023-12-13,пассажирский,05:45:00,21:05:00
361627,2007-04-03,скорый,09:00:00,10:34:00
821090,2013-06-13,пассажирский,13:19:00,17:40:00
112781,2007-05-30,пассажирский,14:59:00,13:06:00
523013,2024-05-07,пассажирский,19:13:00,02:21:00
821124,2007-01-09,товарный,10:24:00,06:05:00
120990,2000-04-10,пассажирский,20:47:00,07:48:00
522154,2018-10-29,скорый,06:49:00,09:08:00
450928,2005-08-09,скорый,22:31:00,06:58:00
219560,2007-12-06,товарный,22:20:00,09:24:00
651178,2014-08-30,скорый,01:04:00,03:00:00
677632,2017-12-29,товарный,05:04:00,01:21:00
609280,2003-05-23,скорый,05:45:00,02:11:00
156472,2016-07-19,пассажирский,09:33:00,07:00:00
970987,2024-09-25,товарный,12:15:00,08:20:00
588970,2024-11-28,скорый,10:18:00,07:28:00
836836,2003-11-09,товарный,05:03:00,19:29:00
186204,2012-06-21,пассажирский,02:48:00,02:18:00
