No,Date,Type,Departure time,Travel time
725535,2024-10-07,пассажирский,22:26:00,08:01:00
824733,2023-09-15,товарный,16:08:00,18:30:00
918496,2004-12-11,пассажирский,17:46:00,21:58:00
726249,2024-03-06,товарный,12:01:00,15:17:00
012084,2024-10-15,пассажирский,10:57:00,09:10:00
894323,2011-10-21,скорый,12:25:00,12:59:00
323718,2003-04-24,скорый,12:31:00,11:00:00
063627,2015-12-13,товарный,11:19:00,21:32:00
540664,2022-03-18,товарный,20:33:00,05:29:00
156164,2000-10-08,товарный,16:51:00,09:02:00
818337,2004-03-29,товарный,08:13:00,02:18:00
296974,2019-07-05,пассажирский,01:31:00,19:17:00
330660,2008-10-17,пассажирский,19:29:00,20:08:00
967229,2000-03-27,товарный,22:31:00,00:30:00
596774,2004-06-15,пассажирский,12:59:00,02:04:00
170431,2005-03-12,скорый,21:03:00,16:46:00
974573,2008-06-15,скорый,18:28:00,18:01:00
419478,2018-12-08,товарный,05:38:00,17:58:00
386341,2018-11-15,скорый,12:18:00,20:51:00
961815,2008-08-23,скорый,12:51:00,01:53:00
113172,2001-02-16,пассажирский,08:37:00,08:01:00
087663,2020-06-30,скорый,18:16:00,21:13:00
727025,2017-05-17,пассажирский,01:51:00,18:34:00
514507,2021-06-07,скорый,11:47:00,13:25:00
730198,2015-11-23,товарный,08:43:00,10:48:00
159808,2015-11-12,товарный,07:54:00,18:10:00
957424,2004-09-29,пассажирский,01:09:00,00:06:00
305256,2022-07-01,скорый,10:47:00,07:25:00
188535,2021-08-22,пассажирский,03:07:00,10:04:00
089216,2022-08-06,товарный,20:32:00,03:43:00
572678,2023-12-17,скорый,08:59:00,04:15:00
807029,2011-11-25,товарный,23:46:00,05:02:00
603101,2015-06-12,пассажирский,11:39:00,02:37:00
753715,2011-05-07,скорый,01:09:00,19:48:00
879914,2004-08-06,пассажирский,10:46:00,22:03:00
186721,2006-09-16,скорый,03:56:00,01:11:00
380213,2021-03-04,пассажирский,08:41:00,06:56:00
439087,2013-01-25,скорый,06:20:00,16:21:00
499409,2007-08-14,скорый,10:25:00,12:31:00
946848,2006-09-16,товарный,08:29:00,00:09:00
357432,2001-07-02,пассажирский,09:43:00,17:50:00
950276,2004-12-13,скорый,20:49:00,12:34:00
669792,2012-03-30,пассажирский,02:52:00,19:53:00
320122,2024-12-11,пассажирский,20:50:00,18:05:00
920412,2007-02-28,товарный,08:36:00,04:40:00
138030,2016-01-30,пассажирский,04:17:00,12:54:00
288557,2008-12-20,товарный,16:55:00,21:47:00
371452,2014-06-04,скорый,19:12:00,07:14:00
471446,2003-01-20,товарный,06:46:00,19:27:00
673569,2019-05-21,скорый,13:52:00,23:03:00
672200,2014-09-22,скорый,06:55:00,18:26:00
079893,2000-12-29,пассажирский,10:00:00,09:19:00
815237,2006-06-27,скорый,02:44:00,20:57:00
375028,2001-12-20,товарный,04:58:00,08:32:00
447112,2011-05-09,скорый,14:58:00,18:29:00
098664,2006-09-22,скорый,15:17:00,04:29:00
435306,2012-05-20,скорый,10:33:00,04:58:00
948743,2015-10-13,пассажирский,06:22:00,19:49:00
817872,2017-04-10,скорый,16:00:00,14:20:00
417507,2003-05-25,товарный,21:19:00,07:54:00
760906,2003-12-02,пассажирский,05:20:00,14:04:00
629724,2012-01-26,товарный,03:42:00,14:01:00
803021,2008-03-04,пассажирский,04:18:00,16:47:00
709792,2000-03-31,товарный,04:23:00,04:31:00
244072,2020-05-14,товарный,19:41:00,08:18:00
955084,2016-11-24,скорый,02:19:00,16:00:00
059969,2023-07-23,товарный,23:54:00,06:55:00
905515,2007-09-03,товарный,15:44:00,02:52:00
826568,2019-06-24,товарный,03:24:00,21:50:00
739443,2022-01-11,пассажирский,06:29:00,05:22:00
951143,2016-08-18,скорый,20:44:00,00:39:00
354508,2007-07-25,товарный,04:32:00,03:47:00
701883,2014-05-20,товарный,01:21:00,19:33:00
055057,2002-01-05,пассажирский,12:33:00,08:55:00
496447,2000-05-25,товарный,15:46:00,18:14:00
754076,2000-02-14,пассажирский,23:09:00,08:46:00
066551,2017-02-17,пассажирский,19:05:00,18:00:00
304915,2016-06-20,скорый,08:07:00,21:36:00
491442,2011-09-12,товарный,21:46:00,23:30:00
541686,2000-12-26,товарный,05:56:00,14:45:00
017687,2023-09-13,товарный,20:12:00,05:22:00
235227,2021-11-22,пассажирский,11:23:00,22:58:00
472589,2004-08-22,товарный,12:43:00,23:26:00
852142,2011-08-06,пассажирский,12:17:00,09:44:00
684090,2021-02-25,товарный,13:17:00,17:04:00
459957,2001-07-28,пассажирский,07:35:00,06:10:00
550178,2016-03-08,товарный,16:48:00,04:09:00
971040,2006-12-07,товарный,09:18:00,16:07:00
908082,2021-08-11,пассажирский,03:51:00,05:57:00
292408,2009-11-12,скорый,04:21:00,06:23:00
141657,2015-06-10,скорый,20:16:00,01:24:00
982868,2016-01-28,пассажирский,02:39:00,11:36:00
726101,2003-08-30,пассажирский,14:14:00,15:41:00
901967,2008-08-14,товарный,08:32:00,22:40:00
028629,2011-12-04,товарный,19:06:00,14:27:00
580463,2018-01-03,товарный,00:45:00,11:39:00
906430,2014-10-11,товарный,18:54:00,07:49:00
547648,2017-06-23,скорый,00:01:00,04:41:00
674358,2019-08-16,товарный,02:19:00,03:32:00
743150,2020-05-25,товарный,11:08:00,06:32:00
834951,2005-07-01,пассажирский,19:27:00,12:31:00
528006,2014-03-02,товарный,05:29:00,01:57:00
602390,2007-02-16,скорый,03:17:00,14:10:00
736412,2015-05-08,скорый,21:15:00,18:01:00
579207,2006-12-21,пассажирский,00:40:00,10:01:00
033057,2002-12-24,товарный,19:57:00,11:51:00
919645,2017-08-05,пассажирский,07:54:00,10:40:00
969996,2007-04-22,пассажирский,16:27:00,05:21:00
943001,2018-11-27,товарный,08:23:00,17:42:00
185469,2023-05-20,скорый,10:34:00,08:29:00
544366,2009-12-06,скорый,07:32:00,11:56:00
595021,2003-09-17,скорый,07:00:00,18:04:00
177196,2021-09-11,скорый,19:11:00,23:39:00
608857,2017-01-18,пассажирский,06:31:00,07:05:00
097983,2002-04-30,товарный,00:35:00,04:08:00
261087,2003-11-11,скорый,06:40:00,08:48:00
999356,2000-10-13,пассажирский,21:26:00,05:38:00
483347,2024-03-28,товарный,10:24:00,05:32:00
839911,2018-10-15,пассажирский,22:20:00,01:16:00
978051,2001-04-03,товарный,13:13:00,02:28:00
748282,2004-07-01,пассажирский,10:09:00,20:17:00
968259,2015-06-13,товарный,17:49:00,10:38:00
784781,2011-06-16,пассажирский,03:52:00,14:33:00
179019,2020-08-25,пассажирский,22:44:00,00:53:00
048221,2022-10-24,скорый,16:02:00,18:15:00
601196,2000-08-16,скорый,22:44:00,11:33:00
809014,2007-09-26,пассажирский,18:39:00,05:43:00
685024,2017-11-26,товарный,15:24:00,05:37:00
712398,2004-12-06,товарный,00:09:00,04:01:00
267014,2008-02-07,товарный,10:24:00,10:59:00
385733,2023-10-31,пассажирский,20:51:00,11:52:00
484875,2017-04-06,скорый,00:04:00,08:29:00
233444,2023-02-23,скорый,03:26:00,18:45:00
452283,2011-05-24,скорый,13:09:00,11:57:00
034347,2020-05-20,скорый,07:43:00,21:07:00
600993,2014-08-07,товарный,19:12:00,19:27:00
109865,2023-11-20,скорый,09:14:00,22:07:00
661697,2003-04-27,пассажирский,04:50:00,15:29:00
520105,2000-12-14,пассажирский,01:22:00,04:53:00
087794,2022-07-03,скорый,09:47:00,15:55:00
970606,2002-04-23,скорый,15:26:00,20:39:00
211572,2005-06-12,скорый,17:15:00,08:32:00
717222,2016-08-15,пассажирский,04:25:00,15:51:00
226508,2023-05-30,товарный,18:17:00,18:20:00
715516,2014-10-07,скорый,16:26:00,01:28:00
101284,2001-10-04,товарный,19:28:00,16:05:00
132388,2017-08-15,скорый,06:30:00,19:05:00
070410,2017-02-25,скорый,22:06:00,22:52:00
588428,2014-09-24,пассажирский,02:29:00,04:19:00
071690,2005-01-28,пассажирский,17:23:00,03:53:00
301798,2021-07-17,товарный,17:48:00,08:17:00
271712,2020-06-15,пассажирский,15:12:00,09:11:00
144743,2009-03-03,товарный,12:35:00,09:12:00
220613,2020-06-21,скорый,05:43:00,19:43:00
217207,2017-05-25,пассажирский,02:35:00,06:24:00
615363,2005-11-11,пассажирский,14:41:00,01:29:00
103871,2024-07-20,товарный,17:11:00,19:20:00
937273,2020-11-09,пассажирский,13:52:00,18:33:00
353725,2004-03-25,скорый,10:41:00,19:04:00
276211,2006-06-11,товарный,13:51:00,21:25:00
359190,2008-10-19,товарный,23:13:00,05:09:00
593554,2008-05-03,пассажирский,01:52:00,15:23:00
977394,2005-12-13,товарный,15:31:00,18:24:00
359592,2010-11-01,товарный,13:50:00,02:08:00
407765,2004-03-18,скорый,14:26:00,09:09:00
190077,2004-11-16,пассажирский,05:31:00,06:40:00
422020,2022-09-07,скорый,13:36:00,14:52:00
440870,2000-06-05,пассажирский,16:46:00,14:44:00
710961,2004-06-21,пассажирский,16:54:00,13:06:00
670117,2024-04-25,пассажирский,23:18:00,18:49:00
922993,2015-05-16,пассажирский,18:56:00,18:13:00
769282,2010-09-16,скорый,23:27:00,05:39:00
513584,2017-05-10,товарный,05:19:00,11:19:00
288673,2022-07-27,пассажирский,06:26:00,05:08:00
242632,2019-08-17,пассажирский,04:53:00,10:23:00
358304,2010-12-16,пассажирский,15:53:00,06:03:00
775398,2016-08-02,скорый,18:15:00,17:34:00
761694,2006-10-15,скорый,03:28:00,00:10:00
931883,2022-04-18,скорый,15:19:00,18:03:00
148650,2005-11-26,пассажирский,00:47:00,03:12:00
612669,2016-10-12,товарный,12:24:00,08:50:00
672261,2005-06-20,товарный,22:57:00,19:11:00
417015,2023-01-29,пассажирский,00:06:00,13:50:00
338798,2010-01-26,товарный,20:44:00,18:57:00
632838,2021-11-16,скорый,07:20:00,03:37:00
850737,2009-03-15,скорый,05:11:00,22:13:00
504637,2012-11-15,пассажирский,18:43:00,07:07:00
