No,Date,Type,Departure time,Travel time
483387,2023-10-13,товарный,10:18:00,11:37:00
980910,2008-03-21,товарный,10:03:00,06:13:00
551262,2008-02-08,товарный,18:39:00,23:54:00
202180,2012-12-27,товарный,01:22:00,20:19:00
998353,2016-06-13,пассажирский,07:45:00,06:34:00
802068,2023-08-08,пассажирский,21:06:00,20:32:00
946324,2016-03-14,скорый,15:04:00,19:12:00
569662,2008-07-01,товарный,14:34:00,04:53:00
083710,2009-07-03,пассажирский,01:17:00,21:11:00
890836,2015-12-24,пассажирский,07:14:00,02:26:00
695462,2003-09-11,товарный,08:04:00,14:34:00
174505,2015-12-12,скорый,14:55:00,16:39:00
944446,2019-04-18,пассажирский,00:58:00,19:40:00
049191,2021-10-16,товарный,07:55:00,04:03:00
723694,2002-01-10,товарный,05:14:00,06:14:00
596729,2007-01-10,товарный,11:56:00,14:48:00
352820,2009-11-26,пассажирский,02:50:00,12:09:00
028310,2020-07-04,скорый,10:03:00,15:46:00
356197,2012-08-20,скорый,23:41:00,22:09:00
067358,2012-12-13,пассажирский,11:30:00,06:15:00
202947,2024-10-16,пассажирский,01:13:00,13:55:00
220765,2017-01-02,товарный,11:04:00,16:05:00
680453,2004-09-01,пассажирский,05:35:00,06:17:00
348552,2006-03-01,товарный,10:33:00,14:22:00
408637,2021-08-09,скорый,19:45:00,01:54:00
430677,2023-07-10,пассажирский,18:41:00,02:54:00
583192,2005-10-16,скорый,11:55:00,00:08:00
700821,2024-12-07,товарный,05:21:00,10:38:00
540477,2010-10-05,товарный,01:54:00,06:09:00
960613,2006-03-09,пассажирский,11:53:00,07:38:00
349496,2017-11-06,скорый,05:30:00,23:29:00
599524,2022-03-23,товарный,20:36:00,00:35:00
683435,2024-07-05,скорый,15:10:00,05:41:00
189054,2015-08-29,скорый,10:06:00,02:12:00
667480,2008-11-20,товарный,03:52:00,13:26:00
087006,2018-02-28,товарный,00:21:00,22:43:00
487224,2007-09-15,товарный,06:47:00,18:28:00
744864,2010-07-09,пассажирский,13:37:00,10:39:00
429825,2011-09-17,скорый,08:37:00,18:20:00
364418,2002-08-16,товарный,17:35:00,06:54:00
178192,2020-07-27,товарный,07:44:00,01:24:00
329285,2013-05-31,товарный,13:46:00,22:11:00
155667,2022-10-31,товарный,05:51:00,20:32:00
152386,2005-05-12,товарный,14:27:00,17:33:00
202672,2002-05-01,скорый,19:22:00,20:55:00
767438,2014-11-26,пассажирский,16:08:00,14:29:00
009049,2024-08-18,пассажирский,08:01:00,21:23:00
426222,2011-06-23,скорый,21:15:00,07:07:00
811664,2005-08-14,товарный,20:40:00,03:13:00
046773,2011-09-14,пассажирский,05:56:00,18:53:00
008183,2016-01-02,скорый,02:55:00,16:36:00
981126,2020-07-23,пассажирский,00:35:00,11:13:00
813986,2013-08-19,скорый,00:38:00,00:11:00
758589,2024-06-30,пассажирский,11:02:00,01:13:00
052776,2006-06-22,скорый,12:51:00,18:39:00
165614,2007-05-22,товарный,20:58:00,08:46:00
606079,2004-07-20,скорый,08:23:00,02:00:00
164785,2000-09-04,скорый,03:45:00,05:39:00
918702,2017-05-03,товарный,20:13:00,10:18:00
810554,2002-06-23,товарный,12:26:00,21:20:00
171693,2024-09-10,товарный,14:47:00,16:24:00
016031,2012-12-11,скорый,08:48:00,08:48:00
414755,2024-11-15,пассажирский,02:06:00,23:33:00
137827,2016-06-14,товарный,20:35:00,18:18:00
643443,2011-03-07,товарный,15:50:00,09:24:00
186586,2002-11-17,пассажирский,09:16:00,06:42:00
679998,2006-10-02,скорый,07:36:00,03:10:00
522485,2004-06-01,скорый,08:53:00,13:09:00
514945,2001-12-13,скорый,06:19:00,23:53:00
158340,2019-09-13,скорый,20:01:00,15:50:00
231414,2001-01-21,пассажирский,21:38:00,19:20:00
654849,2018-06-09,товарный,13:17:00,04:52:00
904414,2012-09-21,скорый,11:18:00,13:13:00
318408,2023-08-05,товарный,11:47:00,12:22:00
241885,2014-04-12,товарный,14:02:00,09:18:00
708185,2013-04-20,скорый,22:59:00,16:00:00
249714,2014-06-13,пассажирский,08:49:00,04:48:00
952204,2020-01-15,товарный,14:31:00,18:55:00
939528,2005-11-30,пассажирский,20:20:00,09:19:00
396888,2016-05-08,товарный,15:53:00,20:27:00
649426,2009-02-20,товарный,20:15:00,09:49:00
550209,2010-07-29,товарный,07:35:00,15:59:00
570675,2022-01-15,скорый,13:54:00,22:37:00
228194,2008-03-09,пассажирский,19:44:00,18:14:00
753518,2004-01-02,пассажирский,07:22:00,14:52:00
184091,2005-09-12,пассажирский,10:49:00,00:54:00
634105,2023-09-05,скорый,18:48:00,22:14:00
286546,2001-05-26,пассажирский,11:08:00,13:10:00
426198,2018-08-23,товарный,06:43:00,04:29:00
736510,2001-07-30,скорый,09:36:00,22:35:00
288644,2021-01-04,пассажирский,07:19:00,20:49:00
998442,2015-07-16,скорый,12:04:00,12:54:00
179397,2002-12-05,пассажирский,13:39:00,02:03:00
832359,2011-05-06,товарный,00:19:00,09:47:00
379530,2015-10-28,пассажирский,23:41:00,06:02:00
806342,2023-09-02,пассажирский,17:44:00,18:57:00
045866,2002-04-14,пассажирский,03:26:00,15:49:00
637224,2000-10-20,скорый,15:19:00,10:05:00
104921,2011-07-09,товарный,07:37:00,13:10:00
072931,2001-02-03,пассажирский,00:07:00,07:29:00
789037,2004-12-22,товарный,00:13:00,12:59:00
402670,2019-03-08,товарный,04:23:00,15:59:00
236587,2022-08-16,скорый,05:00:00,05:25:00
853777,2016-04-10,скорый,02:13:00,12:16:00
692251,2012-01-15,скорый,20:22:00,09:06:00
965236,2019-12-04,скорый,19:03:00,12:18:00
656918,2016-05-07,скорый,20:48:00,04:58:00
596377,2010-01-18,товарный,20:18:00,12:34:00
116226,2019-01-23,скорый,19:10:00,05:35:00
700633,2014-11-02,пассажирский,11:23:00,10:00:00
599314,2000-09-23,скорый,22:41:00,19:51:00
016641,2003-04-05,товарный,06:43:00,00:41:00
894825,2020-06-23,скорый,18:15:00,15:39:00
629932,2016-12-17,скорый,10:06:00,18:47:00
612168,2015-04-14,скорый,09:50:00,06:28:00
842884,2006-12-09,скорый,01:14:00,13:17:00
161161,2015-10-20,скорый,20:29:00,07:10:00
708382,2013-09-10,пассажирский,06:59:00,20:08:00
791407,2006-06-17,товарный,22:03:00,13:44:00
388843,2021-12-10,товарный,18:40:00,07:36:00
671840,2012-07-02,скорый,21:57:00,08:57:00
012357,2019-08-21,скорый,13:13:00,10:16:00
178678,2019-02-06,скорый,23:30:00,23:29:00
985219,2002-06-05,пассажирский,02:02:00,00:02:00
779941,2011-02-26,товарный,05:54:00,15:52:00
172141,2009-03-27,скорый,19:14:00,05:23:00
451274,2010-03-04,товарный,18:38:00,08:20:00
785992,2009-07-16,пассажирский,21:45:00,17:36:00
346149,2023-09-04,скорый,21:32:00,05:20:00
949766,2019-03-27,товарный,09:36:00,09:38:00
100997,2021-12-27,скорый,10:28:00,06:54:00
369888,2022-07-09,скорый,01:06:00,14:08:00
917957,2019-07-30,товарный,17:46:00,10:40:00
008801,2008-05-14,скорый,06:41:00,13:41:00
295947,2002-04-16,пассажирский,14:50:00,11:34:00
577698,2001-04-08,пассажирский,01:21:00,06:15:00
117729,2011-10-17,товарный,17:32:00,02:51:00
575352,2017-08-11,товарный,06:12:00,19:55:00
632054,2006-11-12,пассажирский,20:20:00,11:30:00
362840,2005-06-28,пассажирский,09:41:00,05:51:00
576555,2015-03-03,пассажирский,13:15:00,07:36:00
830408,2003-10-21,товарный,01:22:00,23:10:00
551124,2005-04-18,товарный,17:47:00,23:35:00
609882,2015-11-07,товарный,14:30:00,02:19:00
722370,2016-12-29,пассажирский,06:43:00,05:12:00
796215,2012-07-14,скорый,10:00:00,16:32:00
728642,2021-01-16,пассажирский,16:46:00,01:11:00
836307,2007-12-19,скорый,05:55:00,08:49:00
344330,2015-04-20,товарный,14:21:00,15:32:00
946759,2004-10-25,скорый,19:57:00,18:55:00
662491,2020-01-10,товарный,05:04:00,11:52:00
332380,2001-12-28,скорый,17:02:00,23:39:00
866654,2005-09-12,пассажирский,01:51:00,08:36:00
560856,2007-09-20,скорый,12:22:00,16:46:00
982761,2000-09-20,товарный,19:03:00,10:03:00
699764,2017-09-02,скорый,17:45:00,08:27:00
579649,2010-02-07,скорый,18:22:00,19:02:00
824003,2002-03-20,товарный,21:07:00,21:49:00
662678,2001-02-13,товарный,05:28:00,13:36:00
269792,2024-12-05,пассажирский,18:42:00,19:39:00
497515,2002-05-10,пассажирский,18:07:00,22:12:00
918029,2008-11-06,товарный,23:38:00,15:20:00
780412,2016-02-13,пассажирский,18:41:00,07:39:00
744391,2005-04-29,скорый,08:26:00,01:54:00
964105,2015-05-28,пассажирский,08:37:00,08:50:00
458694,2024-06-22,товарный,14:16:00,00:08:00
408771,2019-06-24,товарный,20:18:00,17:21:00
864797,2023-10-26,скорый,19:10:00,22:00:00
634202,2002-12-09,скорый,10:12:00,07:03:00
205156,2022-06-10,пассажирский,21:55:00,06:26:00
382440,2000-06-11,пассажирский,18:10:00,02:08:00
225225,2017-07-12,пассажирский,20:30:00,22:24:00
653977,2011-12-20,скорый,02:34:00,19:13:00
499734,2021-05-14,скорый,10:14:00,15:29:00
602015,2009-12-11,товарный,18:41:00,15:31:00
651753,2005-05-10,пассажирский,16:14:00,02:01:00
396556,2024-04-02,скорый,00:15:00,01:23:00
520969,2022-01-04,товарный,04:28:00,02:45:00
138783,2017-12-11,товарный,13:07:00,14:16:00
290664,2015-07-03,пассажирский,18:49:00,08:27:00
368023,2013-09-08,товарный,04:28:00,11:48:00
776222,2013-05-20,товарный,06:18:00,21:27:00
776110,2018-12-08,скорый,21:10:00,05:35:00
548165,2001-07-30,товарный,11:36:00,14:28:00
943390,2004-01-01,товарный,14:16:00,02:00:00
357205,2000-02-28,товарный,13:24:00,20:58:00
917877,2005-01-10,товарный,18:33:00,10:28:00
368114,2004-04-01,скорый,16:03:00,18:32:00
338049,2004-01-07,скорый,14:38:00,06:36:00
191907,2022-12-24,скорый,08:42:00,20:21:00
925329,2011-07-11,товарный,05:44:00,10:15:00
111553,2006-04-25,скорый,06:59:00,06:28:00
624289,2007-08-16,товарный,06:03:00,02:43:00
958365,2014-05-07,товарный,07:47:00,06:42:00
419991,2015-03-11,пассажирский,06:57:00,18:03:00
492675,2003-03-22,товарный,18:49:00,16:38:00
911575,2014-05-05,пассажирский,10:35:00,22:11:00
883822,2012-12-05,пассажирский,16:30:00,02:04:00
431676,2001-02-18,пассажирский,17:59:00,15:57:00
982849,2009-07-16,пассажирский,15:32:00,22:31:00
856193,2024-02-29,товарный,03:35:00,04:15:00
288828,2012-09-21,товарный,01:39:00,06:03:00
471586,2018-05-30,товарный,19:32:00,05:16:00
869087,2011-03-01,скорый,05:59:00,05:07:00
472209,2010-01-18,товарный,10:02:00,22:22:00
146677,2018-03-23,пассажирский,03:37:00,17:08:00
172185,2013-04-16,пассажирский,14:12:00,00:55:00
809771,2003-09-21,скорый,22:34:00,20:32:00
824828,2017-03-23,скорый,12:33:00,09:12:00
727175,2011-08-28,пассажирский,11:33:00,23:59:00
327929,2000-08-08,пассажирский,19:16:00,19:56:00
978742,2018-06-16,товарный,19:04:00,03:46:00
546014,2024-08-13,скорый,19:37:00,09:25:00
671829,2004-07-07,скорый,05:44:00,12:58:00
367606,2019-02-13,пассажирский,14:19:00,17:12:00
667045,2019-07-14,скорый,03:01:00,06:37:00
307765,2012-01-24,товарный,17:34:00,20:23:00
540847,2005-11-29,товарный,18:29:00,17:22:00
576941,2017-06-07,скорый,05:23:00,05:24:00
331782,2004-08-05,скорый,01:52:00,09:46:00
387604,2019-01-19,товарный,20:35:00,20:58:00
020484,2003-07-06,скорый,12:29:00,12:08:00
590418,2001-03-07,товарный,01:05:00,10:34:00
675363,2007-04-27,скорый,09:18:00,19:47:00
843718,2007-06-03,товарный,07:48:00,12:15:00
209187,2006-04-15,товарный,05:55:00,23:25:00
308888,2005-07-15,товарный,04:36:00,20:11:00
862750,2004-04-25,скорый,15:32:00,09:25:00
518985,2001-03-26,товарный,06:58:00,01:20:00
665553,2005-09-25,скорый,16:19:00,07:52:00
740675,2019-01-16,товарный,14:56:00,13:41:00
667303,2006-12-25,пассажирский,17:02:00,21:24:00
318589,2016-07-19,скорый,10:31:00,19:24:00
384540,2020-01-27,скорый,00:05:00,20:48:00
941249,2005-08-15,пассажирский,08:59:00,15:33:00
831072,2018-03-16,пассажирский,16:56:00,14:09:00
957948,2000-01-07,скорый,18:48:00,22:44:00
413706,2008-03-19,товарный,02:49:00,12:41:00
455291,2006-08-13,товарный,19:52:00,15:36:00
804580,2016-06-24,товарный,12:58:00,14:38:00
009174,2024-01-17,скорый,12:14:00,04:06:00
177511,2002-12-09,скорый,13:25:00,01:24:00
861821,2010-03-07,товарный,16:56:00,15:46:00
787840,2019-12-13,скорый,09:29:00,09:47:00
269152,2009-07-26,пассажирский,06:05:00,22:17:00
611635,2014-03-19,товарный,09:01:00,13:21:00
304117,2021-09-08,скорый,21:44:00,13:03:00
015803,2024-08-14,товарный,17:22:00,15:19:00
413062,2019-10-13,скорый,12:20:00,20:11:00
924393,2023-01-21,пассажирский,09:19:00,17:51:00
796441,2014-12-07,пассажирский,08:13:00,16:52:00
684340,2016-05-24,пассажирский,07:57:00,00:51:00
091677,2012-03-18,товарный,15:16:00,10:26:00
359490,2013-04-07,скорый,06:36:00,21:05:00
801095,2021-09-11,товарный,12:22:00,23:27:00
794414,2015-02-21,пассажирский,04:03:00,00:05:00
390839,2009-04-17,скорый,01:34:00,16:57:00
504298,2023-08-01,скорый,10:58:00,03:54:00
211695,2012-02-10,товарный,14:10:00,07:43:00
774521,2017-02-06,пассажирский,19:02:00,09:26:00
500246,2014-04-19,пассажирский,08:04:00,05:53:00
720156,2023-04-16,товарный,04:44:00,13:46:00
908245,2004-12-27,пассажирский,22:55:00,14:21:00
414975,2024-07-18,пассажирский,21:07:00,00:21:00
356651,2005-06-18,пассажирский,17:01:00,19:49:00
484033,2015-02-17,товарный,21:16:00,05:37:00
107818,2004-09-19,скорый,06:11:00,16:08:00
474010,2019-03-26,пассажирский,21:56:00,07:45:00
519223,2003-08-15,пассажирский,15:12:00,02:53:00
719054,2017-12-27,товарный,06:10:00,13:21:00
363629,2003-09-18,скорый,13:22:00,21:55:00
370953,2005-03-02,товарный,13:03:00,08:38:00
051159,2024-08-20,скорый,22:48:00,20:47:00
083676,2002-12-05,пассажирский,07:01:00,09:29:00
363436,2010-02-05,пассажирский,04:43:00,03:42:00
817564,2006-08-25,товарный,11:39:00,16:19:00
580178,2009-09-19,товарный,21:18:00,00:05:00
770614,2012-04-18,скорый,15:06:00,08:34:00
152392,2017-11-08,товарный,17:02:00,18:04:00
999023,2009-01-15,пассажирский,20:13:00,23:57:00
824071,2006-12-18,пассажирский,03:13:00,21:16:00
635052,2023-01-03,товарный,23:46:00,03:26:00
771617,2015-11-23,товарный,05:38:00,08:01:00
895779,2017-04-27,пассажирский,20:43:00,10:07:00
921872,2023-07-01,пассажирский,23:41:00,22:20:00
777563,2012-01-27,товарный,19:14:00,07:58:00
614673,2022-08-09,скорый,02:01:00,18:01:00
239827,2023-12-15,товарный,11:14:00,11:58:00
840839,2016-02-15,скорый,17:19:00,07:00:00
954390,2021-05-15,скорый,03:35:00,06:11:00
193304,2021-08-30,пассажирский,05:39:00,08:32:00
357744,2017-03-11,пассажирский,02:31:00,07:52:00
059627,2013-04-06,скорый,17:35:00,14:35:00
367069,2014-05-10,пассажирский,07:27:00,15:23:00
245282,2015-11-27,скорый,16:41:00,11:27:00
368554,2002-08-26,пассажирский,07:35:00,21:28:00
459294,2007-03-24,пассажирский,02:18:00,15:26:00
118671,2022-03-04,товарный,16:20:00,00:32:00
065138,2003-08-15,пассажирский,13:08:00,08:04:00
156570,2018-03-16,товарный,18:17:00,00:31:00
059173,2019-02-04,пассажирский,02:10:00,19:35:00
885887,2022-11-12,скорый,19:35:00,23:15:00
203697,2015-10-20,скорый,16:06:00,07:55:00
244713,2010-07-05,товарный,00:34:00,11:14:00
562435,2015-09-16,пассажирский,00:27:00,17:21:00
365251,2000-11-14,скорый,08:12:00,13:25:00
351443,2001-06-28,скорый,16:46:00,07:49:00
786126,2002-11-02,скорый,14:16:00,11:56:00
274175,2017-04-20,товарный,16:26:00,08:10:00
100799,2009-02-20,пассажирский,22:59:00,22:22:00
854080,2008-08-27,пассажирский,10:07:00,09:13:00
165252,2013-11-09,пассажирский,15:50:00,04:33:00
035028,2016-09-15,скорый,09:12:00,14:22:00
430041,2017-04-16,товарный,13:34:00,10:56:00
745585,2023-09-12,скорый,11:42:00,02:58:00
920743,2003-11-22,пассажирский,13:28:00,19:06:00
160097,2017-04-24,пассажирский,18:49:00,02:21:00
505915,2006-04-04,скорый,05:42:00,10:19:00
845527,2004-05-17,скорый,20:58:00,07:10:00
683806,2008-04-06,пассажирский,07:46:00,14:26:00
496074,2011-05-23,товарный,01:33:00,19:18:00
528473,2019-02-24,пассажирский,09:17:00,20:56:00
484668,2009-05-20,пассажирский,15:37:00,14:11:00
467179,2024-06-29,товарный,02:33:00,07:07:00
147474,2011-11-12,пассажирский,13:15:00,21:36:00
027917,2023-04-20,пассажирский,06:43:00,04:54:00
533681,2018-05-02,пассажирский,08:51:00,12:22:00
264399,2002-06-05,пассажирский,08:41:00,01:57:00
013892,2002-12-18,скорый,05:40:00,19:20:00
346230,2001-08-21,скорый,12:35:00,17:37:00
657361,2004-03-15,товарный,18:18:00,07:33:00
732045,2012-05-12,скорый,09:37:00,11:41:00
169229,2000-03-16,товарный,06:43:00,17:07:00
721959,2009-06-25,скорый,19:10:00,12:40:00
641176,2005-07-20,товарный,14:20:00,10:32:00
394003,2002-09-19,пассажирский,11:05:00,02:38:00
832223,2024-01-15,скорый,03:10:00,15:28:00
176356,2004-11-01,скорый,12:04:00,04:19:00
304467,2014-02-18,скорый,21:56:00,05:12:00
640914,2021-07-20,товарный,00:57:00,08:07:00
502676,2001-10-01,товарный,02:19:00,08:56:00
502350,2012-10-20,скорый,05:02:00,19:04:00
639170,2018-12-13,скорый,08:40:00,11:19:00
922502,2018-05-14,товарный,22:18:00,20:54:00
557024,2022-06-05,товарный,23:12:00,16:37:00
777515,2018-12-07,товарный,19:41:00,22:51:00
534581,2013-01-23,товарный,21:11:00,15:41:00
185621,2017-02-10,товарный,02:33:00,14:06:00
803088,2007-03-10,товарный,17:30:00,08:22:00
489645,2003-01-28,скорый,19:00:00,13:48:00
619037,2008-11-14,скорый,15:26:00,05:05:00
920067,2013-01-11,товарный,12:21:00,08:18:00
271383,2008-08-19,пассажирский,04:01:00,02:33:00
892127,2011-07-22,товарный,02:50:00,16:17:00
975848,2020-01-16,товарный,13:27:00,18:08:00
293652,2022-02-15,пассажирский,07:16:00,13:37:00
392023,2015-12-03,пассажирский,05:11:00,23:14:00
349050,2023-08-24,пассажирский,10:48:00,02:49:00
269486,2009-12-29,скорый,08:43:00,18:32:00
443382,2000-01-21,пассажирский,07:08:00,22:14:00
869396,2013-04-07,скорый,19:38:00,02:18:00
560388,2019-04-07,скорый,21:51:00,10:10:00
280298,2020-10-25,скорый,07:46:00,00:54:00
040286,2021-10-25,товарный,15:42:00,08:36:00
767359,2004-04-13,товарный,02:29:00,06:12:00
487041,2024-04-05,товарный,13:32:00,19:22:00
698492,2005-01-22,товарный,07:51:00,06:56:00
955209,2014-06-16,пассажирский,21:03:00,21:05:00
641593,2017-04-20,пассажирский,11:20:00,03:26:00
832827,2006-02-19,пассажирский,04:18:00,19:44:00
336388,2001-02-15,пассажирский,13:52:00,18:56:00
241988,2021-11-09,скорый,00:00:00,09:11:00
261480,2014-10-16,товарный,14:00:00,22:33:00
572203,2001-06-11,товарный,00:12:00,08:13:00
556570,2002-05-01,скорый,23:04:00,06:55:00
635989,2017-12-03,скорый,04:32:00,09:54:00
298649,2021-03-16,скорый,05:40:00,22:21:00
474555,2011-05-22,товарный,20:12:00,09:32:00
810907,2010-09-12,скорый,13:36:00,18:17:00
665417,2010-01-09,пассажирский,20:26:00,11:44:00
074215,2022-02-12,скорый,01:52:00,19:16:00
040716,2011-03-04,скорый,08:40:00,17:09:00
938972,2005-11-18,пассажирский,22:33:00,05:35:00
282460,2020-02-09,скорый,13:11:00,13:10:00
523229,2012-01-06,скорый,13:54:00,18:10:00
282921,2004-11-17,пассажирский,19:27:00,05:22:00
058878,2002-03-16,пассажирский,05:21:00,05:26:00
779721,2009-09-15,пассажирский,21:22:00,01:15:00
918768,2016-05-29,скорый,09:51:00,22:43:00
224237,2019-03-10,товарный,17:57:00,14:21:00
472184,2004-07-13,товарный,18:37:00,03:13:00
498261,2024-03-11,товарный,19:14:00,08:32:00
281594,2000-03-30,пассажирский,19:36:00,02:06:00
473401,2009-08-09,скорый,04:49:00,22:07:00
705326,2008-06-04,товарный,02:12:00,03:38:00
041316,2008-11-06,товарный,11:27:00,22:44:00
205138,2007-02-28,пассажирский,10:08:00,20:20:00
099416,2010-05-01,пассажирский,06:07:00,13:52:00
393243,2014-07-09,товарный,05:26:00,22:18:00
894649,2021-01-26,пассажирский,04:47:00,12:24:00
355585,2012-09-14,товарный,06:38:00,16:46:00
847345,2013-02-16,скорый,05:40:00,00:42:00
460024,2015-07-18,товарный,05:11:00,03:27:00
497354,2021-05-19,скорый,02:33:00,19:14:00
168799,2003-04-23,товарный,03:03:00,19:10:00
171874,2017-10-25,пассажирский,00:39:00,09:20:00
985446,2021-03-22,пассажирский,17:24:00,23:26:00
443285,2022-03-01,пассажирский,02:23:00,06:40:00
705208,2022-08-04,скорый,07:54:00,21:41:00
511086,2007-05-30,товарный,04:12:00,16:03:00
918738,2021-07-22,пассажирский,09:57:00,14:42:00
377437,2001-01-05,скорый,15:21:00,14:50:00
154549,2008-09-24,товарный,10:31:00,23:35:00
186359,2007-04-07,пассажирский,01:46:00,03:32:00
930948,2008-04-25,скорый,01:57:00,00:44:00
631194,2010-06-29,пассажирский,03:40:00,20:04:00
232974,2021-11-01,пассажирский,17:01:00,21:03:00
215681,2011-08-17,скорый,04:05:00,00:05:00
545128,2006-01-01,товарный,07:09:00,18:25:00
707720,2016-01-16,товарный,15:23:00,23:06:00
577172,2021-08-09,скорый,04:09:00,14:02:00
300068,2012-06-13,скорый,01:59:00,08:50:00
238766,2023-05-22,скорый,22:11:00,13:21:00
850530,2021-08-18,скорый,20:40:00,09:05:00
802324,2002-12-11,скорый,06:44:00,12:33:00
424369,2004-06-02,скорый,16:08:00,04:28:00
416473,2006-11-23,пассажирский,00:36:00,21:48:00
739891,2005-07-03,скорый,10:54:00,18:21:00
891117,2023-05-09,скорый,13:20:00,22:58:00
077430,2008-11-12,скорый,01:45:00,00:53:00
901142,2018-11-21,товарный,20:37:00,01:44:00
994505,2001-09-03,скорый,21:21:00,04:43:00
904308,2016-07-01,пассажирский,02:41:00,15:59:00
348819,2010-07-28,скорый,20:50:00,23:44:00
168027,2000-05-11,товарный,11:49:00,09:39:00
005383,2010-01-26,пассажирский,14:55:00,00:40:00
343887,2000-03-11,товарный,01:05:00,22:30:00
219236,2003-09-01,пассажирский,11:58:00,03:18:00
854635,2015-12-28,скорый,21:11:00,09:41:00
069803,2001-12-22,товарный,23:47:00,17:50:00
834944,2010-02-24,скорый,15:47:00,19:42:00
613533,2012-05-19,скорый,17:48:00,03:48:00
204581,2009-09-11,пассажирский,00:41:00,17:47:00
589761,2019-01-06,товарный,08:12:00,04:45:00
326017,2014-12-04,пассажирский,19:31:00,16:21:00
036098,2014-07-31,товарный,13:51:00,16:14:00
189738,2010-09-03,пассажирский,14:43:00,06:49:00
677407,2013-03-14,скорый,19:24:00,03:29:00
564757,2022-10-13,товарный,12:25:00,04:20:00
749796,2001-09-05,товарный,18:11:00,13:04:00
419077,2007-03-25,скорый,12:00:00,14:03:00
195892,2006-10-23,товарный,14:51:00,11:43:00
563447,2011-07-14,скорый,14:50:00,19:16:00
196690,2011-07-21,товарный,19:47:00,16:45:00
943029,2014-07-05,товарный,23:16:00,06:48:00
996815,2000-07-23,скорый,12:37:00,09:00:00
186431,2008-04-16,скорый,03:21:00,13:00:00
504325,2021-08-04,товарный,01:22:00,12:33:00
930331,2017-05-02,скорый,19:05:00,13:32:00
655307,2005-01-06,товарный,12:25:00,13:35:00
613819,2012-03-06,пассажирский,22:55:00,16:54:00
591195,2013-10-09,товарный,03:37:00,20:03:00
194280,2012-08-06,пассажирский,15:07:00,16:00:00
751183,2020-06-28,скорый,23:40:00,16:26:00
997892,2024-01-21,скорый,13:14:00,18:25:00
117023,2018-02-05,пассажирский,17:56:00,12:20:00
801096,2005-05-04,товарный,00:05:00,09:49:00
299764,2016-12-06,товарный,21:21:00,07:47:00
313343,2011-08-05,товарный,05:54:00,13:10:00
515023,2015-09-12,скорый,03:21:00,14:33:00
068841,2021-11-15,пассажирский,03:36:00,17:48:00
095000,2008-08-14,пассажирский,22:56:00,13:24:00
517878,2014-04-11,товарный,06:45:00,00:48:00
024305,2004-03-01,пассажирский,12:55:00,07:19:00
930651,2023-07-22,пассажирский,07:20:00,20:30:00
580131,2014-11-08,пассажирский,13:09:00,21:18:00
091178,2013-11-26,скорый,17:26:00,12:14:00
620924,2002-03-19,пассажирский,19:53:00,05:15:00
153407,2011-10-30,скорый,14:03:00,00:34:00
898268,2013-06-10,товарный,20:05:00,08:00:00
960535,2000-07-16,скорый,12:51:00,09:08:00
310441,2006-10-15,скорый,05:33:00,15:46:00
593631,2024-04-25,скорый,17:50:00,04:32:00
302180,2023-06-18,пассажирский,00:34:00,03:07:00
951603,2000-08-03,товарный,01:59:00,13:10:00
404091,2000-06-03,товарный,02:44:00,20:19:00
163348,2023-09-17,пассажирский,14:12:00,15:49:00
