No,Date,Type,Departure time,Travel time
034830,2016-03-24,скорый,13:58:00,17:36:00
472627,2001-07-22,скорый,23:52:00,15:48:00
942347,2005-08-23,скорый,15:03:00,06:56:00
608409,2013-04-17,скорый,01:49:00,03:45:00
999150,2018-06-28,пассажирский,09:45:00,09:56:00
188430,2012-11-12,пассажирский,22:34:00,23:17:00
527740,2021-10-01,пассажирский,12:07:00,20:07:00
331333,2021-12-13,пассажирский,23:25:00,13:22:00
211198,2001-06-04,пассажирский,04:15:00,08:30:00
130684,2015-07-21,товарный,01:04:00,10:01:00
910009,2003-10-16,пассажирский,08:24:00,07:47:00
123054,2015-10-23,товарный,22:28:00,12:56:00
393331,2008-05-02,скорый,02:13:00,10:44:00
557875,2011-11-03,товарный,11:11:00,10:54:00
578709,2016-04-30,скорый,00:04:00,03:52:00
223524,2021-08-22,пассажирский,15:41:00,00:47:00
210539,2002-10-07,пассажирский,13:45:00,17:30:00
231224,2014-12-18,скорый,03:09:00,12:54:00
011784,2024-10-08,пассажирский,11:34:00,19:48:00
793910,2020-02-12,скорый,09:49:00,23:07:00
339842,2009-04-10,пассажирский,19:34:00,06:49:00
571672,2003-04-03,товарный,15:03:00,17:54:00
141886,2011-07-25,товарный,20:37:00,02:11:00
208372,2006-08-06,товарный,03:59:00,09:41:00
931063,2024-08-23,товарный,21:46:00,00:15:00
100217,2024-04-17,пассажирский,16:27:00,16:24:00
806844,2023-04-19,пассажирский,16:07:00,18:22:00
579521,2021-11-10,скорый,08:20:00,12:54:00
204733,2014-06-10,пассажирский,03:46:00,23:53:00
364053,2024-07-02,товарный,07:48:00,01:04:00
432500,2003-12-10,скорый,03:58:00,23:56:00
284587,2004-10-24,пассажирский,16:04:00,04:23:00
971270,2016-09-26,скорый,17:05:00,10:52:00
737293,2016-04-06,товарный,17:38:00,11:17:00
832409,2005-04-15,товарный,10:13:00,00:47:00
419087,2024-03-05,скорый,06:02:00,22:17:00
645513,2018-08-14,товарный,12:57:00,02:10:00
242616,2013-07-10,товарный,04:03:00,12:53:00
070815,2017-12-15,пассажирский,08:01:00,19:59:00
881898,2006-02-05,пассажирский,06:26:00,20:05:00
762585,2005-11-12,товарный,10:05:00,23:54:00
767521,2009-10-02,скорый,21:27:00,22:57:00
616613,2018-01-12,пассажирский,23:34:00,20:16:00
425963,2001-06-30,пассажирский,16:41:00,19:20:00
641922,2019-12-29,скорый,12:20:00,10:24:00
775687,2023-04-17,скорый,23:54:00,07:12:00
941440,2020-08-01,скорый,01:54:00,11:19:00
733308,2019-09-25,товарный,07:06:00,10:42:00
346802,2015-11-17,пассажирский,23:06:00,15:21:00
973036,2005-11-07,товарный,00:35:00,21:41:00
234897,2000-03-27,пассажирский,01:31:00,12:41:00
209764,2017-07-20,пассажирский,17:40:00,06:45:00
984275,2015-02-14,пассажирский,19:55:00,19:13:00
448710,2002-11-12,пассажирский,05:57:00,20:48:00
112601,2004-02-11,пассажирский,22:38:00,05:18:00
904651,2000-12-27,пассажирский,10:23:00,05:42:00
380960,2003-05-22,пассажирский,01:37:00,20:26:00
900149,2010-09-17,скорый,15:50:00,03:37:00
208407,2012-08-23,пассажирский,15:47:00,10:03:00
663915,2011-10-01,скорый,04:36:00,03:17:00
448107,2006-01-18,товарный,01:20:00,02:19:00
381431,2016-04-22,скорый,01:14:00,20:55:00
926658,2001-08-29,скорый,17:07:00,00:29:00
110237,2018-01-18,скорый,14:55:00,00:10:00
044652,2014-10-22,скорый,19:35:00,15:19:00
701661,2013-12-17,пассажирский,02:28:00,08:16:00
319552,2001-08-25,товарный,06:33:00,02:36:00
969834,2018-02-04,товарный,11:42:00,03:12:00
580199,2014-03-28,товарный,10:40:00,05:28:00
668241,2023-07-31,пассажирский,21:17:00,14:18:00
770436,2023-07-05,пассажирский,06:42:00,19:10:00
101031,2002-10-01,скорый,03:02:00,22:18:00
774946,2024-08-21,скорый,09:59:00,04:52:00
831920,2001-06-25,товарный,04:55:00,21:56:00
849850,2010-06-23,скорый,01:06:00,15:32:00
917017,2018-05-03,пассажирский,04:16:00,07:11:00
164587,2001-11-02,скорый,06:57:00,00:40:00
839260,2002-11-24,пассажирский,15:31:00,22:09:00
298235,2008-04-27,пассажирский,21:39:00,04:52:00
461222,2012-05-08,пассажирский,11:30:00,21:02:00
389530,2019-01-16,пассажирский,11:39:00,23:00:00
660054,2017-09-07,пассажирский,23:13:00,14:20:00
726395,2015-02-03,пассажирский,07:14:00,15:11:00
853132,2017-04-25,пассажирский,12:01:00,22:00:00
371242,2010-10-14,товарный,12:04:00,17:30:00
231270,2024-02-28,пассажирский,21:33:00,08:26:00
565473,2007-01-06,скорый,10:24:00,22:42:00
028198,2022-01-26,товарный,22:09:00,13:16:00
914592,2000-05-26,скорый,16:32:00,22:41:00
817646,2020-02-15,скорый,09:19:00,10:19:00
821913,2009-03-26,товарный,11:26:00,11:48:00
428704,2012-08-21,скорый,23:55:00,21:04:00
216184,2021-08-06,пассажирский,11:04:00,10:51:00
777037,2000-08-14,товарный,12:51:00,05:26:00
477869,2013-05-31,скорый,02:08:00,08:57:00
207322,2004-06-29,товарный,16:40:00,07:49:00
126012,2013-11-07,товарный,21:19:00,13:13:00
658818,2003-11-13,пассажирский,09:09:00,09:24:00
933149,2008-07-14,товарный,03:42:00,10:21:00
180806,2024-10-14,товарный,02:02:00,13:50:00
089564,2002-05-31,пассажирский,19:02:00,02:33:00
668848,2011-09-01,скорый,16:13:00,10:38:00
090924,2017-03-14,пассажирский,15:16:00,04:48:00
310125,2024-11-12,товарный,07:13:00,08:35:00
599561,2018-05-24,товарный,11:46:00,19:19:00
586280,2001-09-11,пассажирский,05:47:00,08:59:00
225860,2000-09-19,скорый,02:04:00,10:14:00
009493,2013-12-30,скорый,02:37:00,00:41:00
315120,2005-11-29,скорый,23:31:00,01:41:00
904013,2016-07-26,скорый,07:02:00,07:14:00
972465,2008-03-17,товарный,02:20:00,03:22:00
537593,2014-12-14,товарный,15:34:00,06:34:00
792444,2002-04-04,товарный,14:25:00,09:35:00
459905,2014-07-15,скорый,13:50:00,03:15:00
746513,2003-05-20,пассажирский,22:03:00,21:52:00
636876,2008-10-10,пассажирский,13:05:00,16:40:00
737287,2021-09-18,товарный,00:38:00,12:14:00
841941,2018-04-17,товарный,01:49:00,22:04:00
582609,2000-08-01,пассажирский,11:38:00,23:48:00
795852,2009-07-17,скорый,10:54:00,12:50:00
090133,2001-03-18,товарный,01:34:00,12:53:00
634852,2003-10-02,товарный,11:14:00,08:51:00
112326,2024-07-16,товарный,17:16:00,16:49:00
282725,2022-10-09,скорый,04:29:00,19:37:00
152471,2019-07-31,товарный,20:49:00,06:26:00
570999,2024-09-11,скорый,05:16:00,12:53:00
036830,2012-03-24,скорый,02:31:00,06:53:00
181354,2000-12-07,пассажирский,07:58:00,17:45:00
475357,2023-10-11,пассажирский,04:30:00,15:32:00
400462,2020-06-18,пассажирский,16:33:00,18:57:00
969025,2004-02-07,товарный,01:13:00,23:05:00
320007,2003-11-20,товарный,12:03:00,08:51:00
083485,2013-11-05,товарный,17:01:00,17:46:00
675558,2022-09-27,товарный,03:15:00,03:30:00
487046,2003-01-13,товарный,09:37:00,00:21:00
793209,2013-01-07,скорый,09:23:00,10:23:00
511836,2012-01-08,скорый,13:05:00,07:55:00
751261,2022-08-02,скорый,17:32:00,01:56:00
292207,2016-03-09,товарный,22:49:00,06:10:00
521026,2001-03-31,скорый,18:59:00,11:48:00
504329,2013-04-12,скорый,20:05:00,12:46:00
847236,2019-01-29,пассажирский,08:46:00,03:23:00
954578,2014-09-09,пассажирский,15:49:00,09:03:00
696537,2009-08-05,скорый,21:35:00,10:53:00
938719,2012-11-02,скорый,09:15:00,07:35:00
983779,2004-03-27,скорый,16:07:00,07:47:00
009659,2000-10-01,товарный,13:10:00,09:00:00
602310,2001-02-18,скорый,23:27:00,06:02:00
001814,2021-11-06,пассажирский,20:12:00,04:10:00
411009,2013-06-02,скорый,13:34:00,00:53:00
665663,2015-05-14,скорый,05:53:00,23:59:00
374186,2003-11-02,товарный,06:58:00,08:38:00
482301,2023-11-09,товарный,04:32:00,11:22:00
851203,2002-05-09,товарный,11:37:00,03:07:00
191329,2004-07-17,скорый,23:34:00,18:09:00
293046,2019-11-29,товарный,20:40:00,12:03:00
144610,2023-08-25,товарный,20:04:00,14:16:00
446854,2009-03-09,товарный,02:08:00,01:57:00
114659,2016-10-27,пассажирский,10:31:00,15:22:00
837284,2008-12-09,скорый,04:33:00,06:57:00
118546,2012-01-12,пассажирский,12:08:00,07:41:00
911117,2024-04-25,товарный,18:37:00,11:53:00
179899,2010-01-24,товарный,11:25:00,13:31:00
981597,2009-07-01,товарный,21:58:00,17:21:00
054001,2016-12-11,пассажирский,21:23:00,23:05:00
288582,2018-08-22,скорый,23:04:00,21:37:00
572192,2002-03-05,товарный,10:06:00,07:34:00
701292,2013-01-11,товарный,02:12:00,03:10:00
639413,2010-04-16,пассажирский,02:01:00,09:12:00
277327,2010-06-05,скорый,21:16:00,14:08:00
062698,2013-02-16,пассажирский,19:50:00,22:54:00
859651,2001-06-17,товарный,16:52:00,01:28:00
988462,2004-04-06,товарный,22:27:00,04:41:00
298589,2018-08-13,пассажирский,03:00:00,04:24:00
516529,2004-08-25,товарный,19:03:00,11:03:00
967273,2016-06-13,скорый,02:35:00,17:22:00
375459,2009-05-31,пассажирский,05:05:00,01:19:00
154136,2002-01-29,пассажирский,14:56:00,16:07:00
926392,2014-09-15,пассажирский,02:59:00,10:15:00
142954,2022-12-29,пассажирский,15:14:00,01:39:00
047176,2010-10-28,пассажирский,12:44:00,12:01:00
282722,2012-12-16,пассажирский,06:43:00,03:37:00
836270,2013-12-25,скорый,19:34:00,00:33:00
741564,2020-11-16,скорый,22:29:00,22:02:00
827309,2003-03-31,товарный,21:49:00,11:40:00
515694,2010-04-18,товарный,03:05:00,21:20:00
760517,2019-01-12,скорый,11:59:00,19:25:00
756626,2006-06-14,пассажирский,01:29:00,12:57:00
186200,2004-12-28,товарный,15:20:00,01:49:00
279747,2009-08-18,скорый,10:54:00,11:39:00
923217,2000-01-21,товарный,20:39:00,20:35:00
640335,2001-01-01,товарный,08:04:00,19:39:00
901216,2021-12-19,товарный,03:06:00,10:40:00
981039,2004-09-03,скорый,08:37:00,18:13:00
266912,2011-11-09,пассажирский,02:05:00,00:24:00
942367,2013-12-28,скорый,19:43:00,23:46:00
549646,2015-12-04,пассажирский,02:02:00,11:06:00
183809,2016-02-18,товарный,16:48:00,06:01:00
548960,2019-03-12,пассажирский,03:57:00,15:51:00
392585,2018-04-05,пассажирский,12:39:00,19:54:00
096544,2013-01-10,товарный,01:22:00,11:11:00
219445,2020-10-29,пассажирский,22:29:00,16:28:00
807832,2000-07-31,скорый,01:29:00,06:33:00
458049,2000-12-19,товарный,07:29:00,06:17:00
011331,2021-09-26,товарный,18:32:00,22:35:00
484679,2016-03-10,скорый,14:22:00,22:43:00
415732,2020-11-30,скорый,14:48:00,06:52:00
750642,2021-02-02,скорый,20:06:00,06:22:00
670607,2022-12-15,пассажирский,09:49:00,07:40:00
794661,2011-10-09,пассажирский,02:10:00,16:12:00
358755,2010-09-08,пассажирский,22:19:00,05:35:00
365226,2016-09-20,товарный,04:39:00,02:16:00
395525,2023-08-27,пассажирский,15:13:00,18:41:00
275748,2017-11-01,пассажирский,14:26:00,21:39:00
677715,2000-09-23,товарный,12:03:00,12:34:00
333288,2015-06-09,скорый,03:22:00,16:59:00
510918,2020-02-26,товарный,18:56:00,04:40:00
721097,2013-04-22,скорый,18:52:00,16:52:00
640019,2013-06-02,товарный,13:44:00,22:52:00
477556,2018-07-08,товарный,17:25:00,20:28:00
715896,2019-07-14,товарный,14:50:00,16:49:00
289667,2006-09-02,пассажирский,19:45:00,00:00:00
470208,2022-09-04,товарный,22:47:00,08:42:00
138613,2022-12-29,пассажирский,23:12:00,23:17:00
799739,2024-01-19,скорый,17:58:00,07:14:00
845695,2008-06-19,товарный,08:08:00,18:00:00
788340,2002-02-24,пассажирский,23:44:00,12:50:00
491458,2017-08-08,скорый,16:14:00,15:46:00
841107,2001-02-08,скорый,21:57:00,04:26:00
624803,2000-07-23,пассажирский,13:57:00,11:05:00
205772,2024-01-01,скорый,19:10:00,16:41:00
761364,2016-11-10,пассажирский,15:15:00,18:02:00
877003,2020-05-03,пассажирский,03:43:00,11:34:00
066622,2017-08-18,скорый,13:32:00,03:00:00
012058,2011-10-07,скорый,23:34:00,01:39:00
762582,2002-12-25,товарный,03:23:00,16:31:00
396553,2019-11-25,пассажирский,04:02:00,05:14:00
186199,2016-12-16,товарный,03:50:00,12:30:00
625508,2024-07-08,пассажирский,11:08:00,10:41:00
243811,2021-05-07,скорый,01:58:00,00:44:00
250697,2000-03-08,пассажирский,17:43:00,21:43:00
104079,2000-08-21,пассажирский,04:22:00,00:41:00
034391,2002-08-07,скорый,23:02:00,23:38:00
932037,2017-05-03,скорый,02:07:00,11:48:00
641946,2015-11-11,товарный,02:41:00,03:49:00
174750,2020-07-23,товарный,11:05:00,11:41:00
821051,2001-09-30,пассажирский,08:04:00,17:27:00
790461,2000-02-25,скорый,02:58:00,17:41:00
823789,2011-10-28,товарный,15:20:00,17:19:00
337290,2007-10-03,скорый,23:14:00,01:22:00
726114,2010-04-27,товарный,17:41:00,02:52:00
241467,2010-08-21,пассажирский,09:50:00,23:49:00
747466,2005-11-15,пассажирский,07:45:00,01:23:00
525947,2011-05-07,товарный,18:41:00,14:40:00
223121,2002-08-06,скорый,12:37:00,10:55:00
937422,2008-01-20,скорый,10:14:00,17:15:00
507503,2009-07-04,скорый,05:50:00,19:22:00
915570,2020-06-02,товарный,15:05:00,14:34:00
076490,2024-07-07,скорый,18:16:00,01:26:00
086099,2000-06-15,пассажирский,18:22:00,10:31:00
873549,2004-05-21,товарный,09:32:00,19:12:00
774943,2007-05-09,товарный,23:40:00,19:38:00
900041,2003-09-05,пассажирский,02:51:00,18:30:00
148848,2005-10-24,скорый,16:50:00,22:46:00
696622,2007-07-07,скорый,06:06:00,19:32:00
559559,2012-11-21,скорый,03:54:00,16:37:00
435314,2009-08-16,скорый,08:08:00,05:19:00
695563,2019-02-25,товарный,03:49:00,21:08:00
374027,2007-08-29,товарный,15:27:00,13:49:00
164286,2015-12-07,пассажирский,21:43:00,14:46:00
684137,2003-04-10,пассажирский,18:58:00,17:47:00
832738,2017-09-02,товарный,03:54:00,00:08:00
840013,2015-03-25,пассажирский,06:01:00,04:33:00
981362,2020-06-29,товарный,22:33:00,17:19:00
007372,2000-04-22,скорый,06:19:00,08:38:00
353740,2003-06-29,пассажирский,19:35:00,07:58:00
952040,2002-06-26,товарный,17:18:00,08:49:00
703419,2014-04-01,товарный,03:43:00,04:43:00
589596,2017-01-05,товарный,12:24:00,07:54:00
923333,2006-10-21,пассажирский,07:00:00,15:28:00
158652,2009-04-26,скорый,16:18:00,15:57:00
471779,2009-03-26,пассажирский,20:48:00,19:55:00
959749,2023-02-21,товарный,05:15:00,08:14:00
474970,2005-07-14,скорый,06:50:00,02:14:00
030898,2000-06-09,пассажирский,08:54:00,09:41:00
783874,2005-02-17,скорый,07:25:00,09:05:00
591873,2018-12-10,пассажирский,11:49:00,18:57:00
118380,2002-03-22,скорый,12:47:00,14:54:00
270966,2011-01-19,скорый,09:55:00,17:57:00
569383,2009-11-14,скорый,13:45:00,13:31:00
995742,2023-12-19,скорый,11:47:00,15:25:00
770353,2002-02-06,пассажирский,01:05:00,05:24:00
599814,2005-04-14,товарный,10:57:00,01:36:00
943005,2001-11-17,скорый,13:34:00,18:42:00
686985,2010-06-05,скорый,16:24:00,13:00:00
660509,2006-05-06,товарный,02:10:00,18:58:00
