No,Date,Type,Departure time,Travel time
803291,2003-10-08,скорый,16:22:00,09:06:00
402570,2014-08-12,скорый,04:12:00,22:49:00
124130,2024-04-02,товарный,23:15:00,00:50:00
361544,2014-04-05,пассажирский,01:04:00,22:16:00
456805,2020-06-12,пассажирский,03:09:00,21:50:00
109780,2003-08-24,товарный,07:49:00,16:09:00
253443,2015-03-26,скорый,06:03:00,06:52:00
208969,2003-03-15,товарный,21:42:00,19:10:00
514024,2013-07-26,пассажирский,11:29:00,17:24:00
191914,2020-09-22,скорый,21:23:00,01:19:00
669185,2008-10-15,пассажирский,17:23:00,09:11:00
728331,2021-09-11,скорый,19:54:00,09:29:00
134598,2000-12-26,пассажирский,15:50:00,21:11:00
373408,2017-11-28,товарный,09:39:00,08:13:00
315263,2006-07-22,товарный,21:20:00,04:28:00
475723,2014-11-05,пассажирский,07:27:00,23:48:00
728263,2001-11-14,пассажирский,16:28:00,18:42:00
613532,2004-09-22,скорый,16:24:00,00:13:00
479268,2023-11-05,пассажирский,04:58:00,06:37:00
596106,2006-06-26,скорый,06:55:00,12:09:00
383819,2020-09-22,товарный,21:26:00,00:57:00
752450,2021-04-24,скорый,13:21:00,05:30:00
951365,2001-08-13,скорый,14:07:00,11:55:00
047317,2015-12-16,скорый,22:10:00,19:17:00
278752,2000-09-30,товарный,11:21:00,11:53:00
323068,2022-08-11,скорый,02:39:00,06:41:00
415687,2015-12-17,товарный,22:23:00,09:32:00
060023,2020-02-13,скорый,05:35:00,22:42:00
970913,2006-05-27,скорый,17:29:00,17:42:00
857481,2016-02-18,пассажирский,08:28:00,21:20:00
336001,2010-08-01,пассажирский,12:23:00,04:38:00
187975,2017-01-18,скорый,20:39:00,00:43:00
668073,2007-04-20,товарный,13:34:00,21:36:00
440096,2017-11-26,товарный,13:20:00,18:10:00
491939,2017-10-07,скорый,16:15:00,19:49:00
693745,2019-10-10,скорый,08:20:00,11:04:00
298224,2015-01-13,скорый,23:11:00,08:05:00
915974,2008-06-19,скорый,14:32:00,13:47:00
212025,2010-06-02,пассажирский,20:22:00,17:39:00
652412,2006-02-18,скорый,17:55:00,01:46:00
561440,2000-09-29,пассажирский,15:50:00,07:27:00
396914,2006-01-31,товарный,19:17:00,01:27:00
265772,2016-02-11,скорый,20:24:00,18:15:00
732573,2017-01-12,товарный,10:58:00,14:08:00
748658,2002-11-24,скорый,02:15:00,03:05:00
946617,2022-07-08,товарный,10:07:00,02:08:00
003949,2008-06-01,пассажирский,02:51:00,23:19:00
801914,2024-09-10,товарный,11:03:00,13:20:00
120866,2016-01-19,пассажирский,01:09:00,08:25:00
143572,2014-08-21,скорый,18:36:00,09:31:00
395423,2024-05-21,скорый,23:40:00,08:45:00
807802,2010-09-04,пассажирский,05:35:00,09:42:00
659442,2017-10-07,товарный,13:50:00,17:20:00
996452,2016-05-06,скорый,18:42:00,13:58:00
898023,2001-11-30,товарный,07:03:00,06:09:00
140283,2019-11-12,скорый,03:39:00,06:04:00
791201,2019-12-20,товарный,20:08:00,04:16:00
964044,2011-02-12,товарный,07:02:00,10:12:00
962962,2008-09-07,товарный,06:19:00,03:14:00
267929,2012-09-23,скорый,08:04:00,23:19:00
242209,2002-06-24,скорый,14:24:00,00:59:00
906065,2002-06-13,скорый,11:41:00,22:44:00
596700,2023-07-28,пассажирский,19:12:00,20:48:00
340463,2021-05-05,товарный,22:04:00,11:25:00
233520,2023-02-17,скорый,08:45:00,02:30:00
399439,2000-12-20,пассажирский,19:45:00,12:46:00
595431,2006-01-21,скорый,18:37:00,23:50:00
130735,2012-08-15,скорый,13:33:00,06:43:00
683821,2021-04-26,скорый,19:42:00,22:20:00
275294,2023-02-25,скорый,10:48:00,22:48:00
307505,2007-01-13,пассажирский,17:07:00,18:12:00
865595,2022-06-15,товарный,04:51:00,22:31:00
090693,2005-12-07,пассажирский,11:44:00,05:55:00
123160,2018-11-04,скорый,00:39:00,07:33:00
729238,2007-05-29,товарный,06:24:00,18:46:00
129027,2019-04-16,товарный,02:26:00,21:53:00
676816,2003-05-05,пассажирский,21:53:00,19:52:00
620081,2015-06-23,пассажирский,07:10:00,12:46:00
190328,2016-07-01,товарный,19:49:00,09:39:00
755827,2004-10-23,товарный,01:30:00,07:41:00
722757,2018-04-22,скорый,21:14:00,13:24:00
064251,2018-02-07,пассажирский,10:18:00,02:48:00
445925,2000-01-19,скорый,18:28:00,19:22:00
147721,2002-07-25,скорый,08:21:00,13:04:00
617643,2019-07-27,пассажирский,09:59:00,00:29:00
544711,2007-12-15,товарный,17:07:00,06:54:00
146721,2001-12-26,скорый,03:32:00,02:26:00
742928,2006-07-12,пассажирский,05:14:00,17:42:00
121592,2024-10-06,скорый,21:08:00,23:30:00
720687,2017-03-27,скорый,14:54:00,03:22:00
986483,2019-04-29,пассажирский,08:03:00,16:33:00
595740,2009-01-14,товарный,06:53:00,18:41:00
685487,2003-08-20,пассажирский,08:09:00,02:52:00
182206,2017-03-14,скорый,09:16:00,09:39:00
808019,2007-11-18,скорый,07:23:00,10:12:00
125465,2006-12-05,скорый,02:08:00,21:43:00
163636,2000-11-28,пассажирский,16:41:00,06:29:00
406432,2001-09-25,пассажирский,16:51:00,15:35:00
972431,2016-06-09,скорый,11:10:00,00:09:00
195624,2012-11-14,товарный,05:36:00,13:20:00
193001,2002-10-11,товарный,10:09:00,07:50:00
219662,2001-11-20,товарный,11:55:00,10:00:00
740652,2016-03-04,товарный,19:32:00,01:35:00
311325,2005-02-14,пассажирский,11:36:00,15:58:00
144342,2019-02-01,скорый,08:57:00,11:25:00
627104,2010-06-13,пассажирский,18:39:00,17:23:00
344808,2003-10-12,пассажирский,08:47:00,02:03:00
732701,2002-03-17,скорый,05:37:00,19:28:00
772617,2014-03-10,товарный,07:39:00,13:21:00
208050,2018-03-14,пассажирский,23:21:00,21:40:00
066204,2014-10-20,скорый,20:18:00,03:13:00
540645,2014-10-03,товарный,23:39:00,11:44:00
210141,2005-12-29,пассажирский,06:18:00,00:23:00
567783,2002-02-03,скорый,14:39:00,03:22:00
320441,2009-07-27,пассажирский,02:45:00,02:04:00
816765,2018-07-07,пассажирский,17:06:00,23:19:00
683737,2002-08-06,пассажирский,04:30:00,22:42:00
030467,2005-03-11,скорый,02:48:00,04:06:00
401391,2005-05-09,товарный,14:01:00,07:30:00
749167,2006-11-06,товарный,23:10:00,01:06:00
305961,2011-03-12,скорый,02:47:00,03:58:00
144767,2014-02-02,пассажирский,18:06:00,17:16:00
984398,2022-09-27,скорый,21:18:00,21:03:00
356096,2013-01-01,товарный,06:21:00,00:24:00
714507,2014-04-12,товарный,15:44:00,03:18:00
108907,2018-10-21,товарный,17:27:00,07:11:00
908432,2004-06-15,пассажирский,00:55:00,14:26:00
515505,2021-09-22,товарный,05:04:00,05:42:00
485035,2001-02-18,пассажирский,12:45:00,09:49:00
266202,2012-07-06,пассажирский,11:03:00,01:22:00
914799,2023-07-16,скорый,21:26:00,07:26:00
124329,2011-01-09,товарный,17:12:00,05:42:00
691226,2006-01-21,скорый,02:16:00,16:15:00
808621,2012-04-04,товарный,18:04:00,22:24:00
529217,2021-03-24,пассажирский,15:57:00,07:00:00
362885,2003-09-23,скорый,05:45:00,23:27:00
308537,2020-05-30,скорый,16:39:00,15:34:00
104338,2012-08-04,пассажирский,01:56:00,12:21:00
004737,2014-03-26,пассажирский,03:05:00,07:57:00
528535,2009-03-18,товарный,21:13:00,11:57:00
540714,2002-09-12,скорый,16:47:00,14:34:00
467619,2008-06-11,скорый,13:42:00,14:49:00
416117,2022-04-25,скорый,06:53:00,04:21:00
794509,2002-01-05,пассажирский,11:29:00,23:00:00
802177,2024-11-12,скорый,03:45:00,13:51:00
050956,2005-11-18,товарный,04:22:00,15:15:00
377617,2023-05-19,пассажирский,01:15:00,00:13:00
305831,2005-12-22,скорый,17:42:00,11:02:00
514009,2016-05-05,товарный,00:36:00,08:18:00
921408,2021-12-01,скорый,07:02:00,01:18:00
264596,2018-10-24,товарный,04:24:00,16:21:00
399529,2023-11-25,скорый,09:23:00,19:42:00
657455,2006-05-25,скорый,05:15:00,17:12:00
104926,2014-11-13,пассажирский,19:35:00,02:49:00
418009,2009-06-06,товарный,21:27:00,09:05:00
942105,2020-05-13,скорый,07:06:00,05:13:00
659976,2008-12-22,пассажирский,22:00:00,23:04:00
615836,2015-04-04,пассажирский,01:24:00,12:50:00
761651,2020-11-05,скорый,12:55:00,13:35:00
377617,2001-05-24,скорый,17:55:00,11:06:00
758500,2007-05-19,пассажирский,14:49:00,19:23:00
797306,2005-10-31,скорый,06:07:00,11:45:00
958085,2001-04-26,пассажирский,12:17:00,16:03:00
192995,2000-10-28,пассажирский,21:12:00,22:22:00
687125,2013-06-16,товарный,14:22:00,04:26:00
367494,2004-07-03,товарный,01:08:00,13:43:00
947110,2013-06-07,скорый,05:00:00,10:36:00
396557,2017-09-29,пассажирский,15:12:00,04:43:00
754722,2009-09-14,пассажирский,03:22:00,03:03:00
830630,2004-10-12,пассажирский,09:00:00,05:44:00
847588,2017-11-21,пассажирский,10:51:00,09:40:00
238317,2022-08-16,пассажирский,22:23:00,11:59:00
256343,2003-09-15,товарный,12:26:00,03:35:00
603705,2019-02-06,скорый,11:19:00,16:33:00
664551,2022-03-22,товарный,07:12:00,01:58:00
716897,2004-05-05,скорый,12:14:00,09:09:00
289058,2004-03-07,пассажирский,22:47:00,16:06:00
881317,2015-05-30,скорый,22:49:00,02:54:00
447746,2019-11-08,скорый,09:15:00,03:58:00
922105,2004-12-07,скорый,08:56:00,17:32:00
575988,2003-07-16,скорый,10:59:00,12:04:00
163279,2024-12-05,пассажирский,11:43:00,13:00:00
574230,2020-08-06,скорый,10:48:00,21:55:00
430589,2006-08-24,скорый,08:00:00,16:17:00
587466,2018-11-04,скорый,11:38:00,05:40:00
746238,2010-07-01,товарный,10:52:00,16:14:00
420820,2023-01-15,пассажирский,16:34:00,05:02:00
360942,2024-07-26,товарный,15:38:00,08:09:00
237452,2010-06-30,товарный,08:49:00,18:53:00
088198,2000-08-08,скорый,09:17:00,04:16:00
423073,2011-05-20,пассажирский,06:14:00,20:22:00
506912,2003-05-10,товарный,04:21:00,11:19:00
989270,2016-07-25,пассажирский,12:13:00,18:46:00
625897,2009-06-29,скорый,17:02:00,09:02:00
901220,2009-02-25,товарный,05:28:00,08:07:00
541115,2016-05-04,товарный,06:20:00,02:55:00
826108,2018-12-10,скорый,22:29:00,17:47:00
189721,2015-09-28,товарный,08:49:00,10:44:00
105281,2021-08-01,пассажирский,15:10:00,01:41:00
497173,2012-02-02,товарный,20:37:00,00:57:00
605325,2019-11-15,скорый,10:14:00,20:00:00
501466,2018-08-29,пассажирский,19:50:00,23:08:00
266798,2013-07-08,товарный,08:01:00,13:33:00
946130,2011-12-07,товарный,05:05:00,13:52:00
884896,2016-08-13,скорый,12:40:00,07:09:00
509764,2002-07-25,скорый,03:08:00,17:48:00
823221,2011-12-02,скорый,10:15:00,01:46:00
728073,2006-08-06,товарный,06:11:00,15:49:00
081228,2021-07-19,пассажирский,05:04:00,18:12:00
024945,2023-06-20,товарный,20:02:00,12:47:00
137273,2015-02-28,товарный,10:06:00,17:34:00
019148,2018-08-17,скорый,17:57:00,08:42:00
023737,2012-11-13,скорый,11:50:00,12:18:00
988466,2009-06-04,товарный,17:55:00,18:49:00
419220,2020-02-13,товарный,13:44:00,00:55:00
000776,2006-11-23,пассажирский,21:36:00,03:58:00
411336,2011-03-29,пассажирский,18:33:00,13:14:00
903706,2013-05-06,пассажирский,12:04:00,18:36:00
254563,2017-08-29,товарный,23:40:00,18:09:00
271273,2018-03-07,скорый,08:24:00,07:32:00
958198,2010-03-23,товарный,21:52:00,01:01:00
091330,2018-06-30,товарный,08:14:00,18:29:00
793920,2013-02-27,пассажирский,21:27:00,01:09:00
820806,2016-07-26,скорый,12:27:00,12:52:00
019005,2017-03-28,товарный,00:26:00,22:49:00
619084,2016-09-25,товарный,05:38:00,23:42:00
125915,2007-10-11,пассажирский,16:01:00,10:17:00
983158,2002-03-08,товарный,02:57:00,18:40:00
126446,2017-02-28,скорый,00:57:00,09:00:00
624902,2007-06-06,пассажирский,22:42:00,11:50:00
300939,2024-04-25,товарный,14:15:00,17:29:00
883602,2013-09-23,пассажирский,05:31:00,20:24:00
720962,2019-03-01,скорый,14:01:00,00:09:00
411626,2023-01-22,товарный,19:16:00,04:26:00
156440,2002-08-05,скорый,00:45:00,15:42:00
709776,2018-10-27,товарный,11:50:00,07:41:00
759291,2004-03-10,пассажирский,15:09:00,01:01:00
425996,2022-01-09,пассажирский,04:05:00,01:32:00
760324,2009-05-02,скорый,21:23:00,14:17:00
229367,2017-05-19,скорый,21:13:00,23:55:00
566834,2018-08-27,скорый,07:17:00,07:54:00
309779,2015-07-22,скорый,06:56:00,16:36:00
702927,2012-08-16,скорый,01:54:00,12:42:00
453129,2023-04-12,скорый,02:06:00,09:59:00
236001,2015-05-02,товарный,11:45:00,01:39:00
792902,2010-09-06,пассажирский,16:30:00,22:36:00
351036,2019-12-11,пассажирский,09:55:00,15:04:00
043565,2003-08-25,пассажирский,22:59:00,07:27:00
931527,2020-05-08,пассажирский,13:34:00,18:16:00
108709,2003-01-17,скорый,03:01:00,10:17:00
918209,2006-01-04,скорый,14:46:00,21:14:00
058252,2011-05-06,скорый,10:00:00,04:37:00
240435,2002-06-10,скорый,03:46:00,04:50:00
052097,2008-07-29,товарный,13:00:00,00:24:00
652437,2008-05-26,скорый,04:24:00,09:52:00
307846,2023-03-13,пассажирский,10:47:00,03:53:00
195012,2003-05-07,товарный,02:57:00,10:32:00
944770,2019-05-03,товарный,09:04:00,18:09:00
232998,2006-10-11,товарный,17:11:00,03:59:00
632334,2010-04-13,пассажирский,13:05:00,22:26:00
897120,2014-02-11,скорый,14:51:00,04:53:00
213619,2001-11-22,товарный,22:47:00,23:38:00
400609,2010-09-30,товарный,04:28:00,10:45:00
441825,2004-07-01,пассажирский,21:09:00,04:16:00
714669,2003-10-08,скорый,01:09:00,12:49:00
393346,2015-02-17,скорый,21:02:00,08:08:00
285121,2005-10-24,скорый,15:58:00,11:22:00
579919,2001-06-10,скорый,13:08:00,13:37:00
301868,2019-04-09,товарный,04:43:00,19:38:00
632017,2005-03-05,пассажирский,13:10:00,23:30:00
996086,2022-02-13,пассажирский,08:08:00,04:48:00
315283,2016-03-02,скорый,00:23:00,16:40:00
802633,2011-07-31,скорый,19:28:00,03:46:00
911766,2018-10-04,пассажирский,00:43:00,19:41:00
551269,2015-02-15,товарный,19:46:00,01:40:00
489068,2008-10-29,товарный,17:45:00,05:54:00
575589,2015-08-23,пассажирский,20:09:00,00:12:00
609568,2000-10-05,товарный,06:18:00,07:52:00
111905,2004-02-08,товарный,08:17:00,13:07:00
420250,2000-11-27,товарный,00:31:00,01:54:00
036127,2017-07-01,пассажирский,22:09:00,22:11:00
690746,2012-03-11,скорый,17:42:00,04:00:00
689785,2006-11-09,товарный,06:51:00,01:55:00
351658,2023-03-13,пассажирский,14:00:00,03:55:00
731012,2012-12-25,товарный,15:16:00,05:48:00
943266,2010-03-11,скорый,10:06:00,20:39:00
136922,2005-04-10,товарный,22:49:00,17:24:00
152755,2018-11-16,скорый,21:09:00,18:08:00
897837,2008-12-21,товарный,15:35:00,22:32:00
497180,2006-07-06,скорый,15:18:00,15:38:00
742733,2023-12-29,пассажирский,03:09:00,01:44:00
787177,2012-03-19,скорый,08:02:00,06:08:00
770682,2014-07-26,пассажирский,12:49:00,21:21:00
664376,2015-09-17,товарный,12:16:00,04:24:00
724872,2005-07-21,скорый,18:50:00,09:11:00
163829,2002-12-01,товарный,09:27:00,01:19:00
813368,2024-12-20,скорый,02:22:00,05:35:00
662549,2017-02-13,товарный,16:01:00,10:42:00
222766,2024-07-02,скорый,23:41:00,06:52:00
764330,2010-10-11,товарный,14:57:00,15:41:00
512856,2007-08-14,пассажирский,19:58:00,09:27:00
509106,2011-05-06,скорый,17:06:00,22:03:00
525808,2024-11-22,скорый,18:25:00,21:52:00
600733,2005-05-05,скорый,23:26:00,20:44:00
094879,2024-05-31,пассажирский,14:46:00,12:21:00
268135,2011-06-28,товарный,12:27:00,15:20:00
814055,2015-04-11,скорый,19:12:00,17:02:00
711764,2016-08-04,пассажирский,13:16:00,12:45:00
350522,2006-03-22,товарный,04:12:00,03:01:00
152312,2023-04-29,скорый,10:24:00,02:48:00
475148,2006-12-24,товарный,00:19:00,07:06:00
433587,2000-11-18,скорый,14:09:00,07:03:00
719597,2012-02-11,товарный,09:30:00,15:37:00
909711,2011-09-26,пассажирский,07:28:00,22:03:00
648421,2012-09-24,пассажирский,20:00:00,08:18:00
991147,2019-10-17,пассажирский,13:39:00,12:06:00
968509,2011-01-04,товарный,12:51:00,16:02:00
354735,2002-04-11,пассажирский,17:09:00,06:53:00
729587,2024-04-11,товарный,05:41:00,12:34:00
159197,2012-10-08,скорый,20:40:00,07:41:00
583857,2008-10-16,пассажирский,02:55:00,17:56:00
284339,2012-06-10,товарный,20:20:00,00:58:00
463614,2023-04-28,пассажирский,06:10:00,11:37:00
548744,2008-01-08,товарный,16:26:00,13:20:00
188167,2022-07-31,пассажирский,07:21:00,15:05:00
954357,2011-02-27,скорый,13:13:00,11:59:00
518777,2016-06-09,пассажирский,17:57:00,13:57:00
228891,2016-04-21,товарный,14:40:00,04:20:00
539134,2002-05-20,товарный,12:05:00,22:41:00
622986,2005-07-27,товарный,22:25:00,19:56:00
877843,2012-03-07,товарный,11:25:00,16:07:00
528072,2019-03-21,пассажирский,22:01:00,05:51:00
058874,2007-12-26,товарный,10:27:00,16:16:00
409244,2019-03-23,скорый,13:27:00,12:30:00
718623,2019-11-18,пассажирский,05:35:00,18:44:00
742603,2021-01-26,товарный,04:56:00,00:41:00
392011,2005-10-26,товарный,14:57:00,23:29:00
144415,2007-09-20,скорый,11:30:00,06:12:00
432020,2013-06-10,скорый,05:04:00,12:34:00
941241,2009-12-18,товарный,19:24:00,11:17:00
886770,2018-05-20,пассажирский,18:00:00,01:33:00
887865,2016-08-06,скорый,05:49:00,21:27:00
468243,2015-07-08,скорый,05:21:00,06:59:00
329026,2008-06-10,товарный,04:02:00,08:45:00
632751,2003-08-20,товарный,16:07:00,18:53:00
083755,2012-02-16,товарный,17:19:00,00:57:00
433462,2005-01-20,товарный,04:54:00,17:36:00
252651,2007-01-24,скорый,23:58:00,04:43:00
